CLUSTER,TOKEN,R
1,reward,0.18486306060072832
1,valence,0.15433940542564023
1,reward_processing,0.1450260973917915
1,arousal,0.14341281586113197
1,emotion,0.14080251725375476
1,memory,0.1403020491178354
1,fear,0.13657879971811543
1,anticipation,0.13270055523948426
1,reward_anticipation,0.1308298645771337
1,declarative_memory,0.12697194395018746
1,remembering,0.11389178053745472
1,emotional_memory,0.11340951515926798
1,episodic_memory,0.11327078124146134
1,facial_expression,0.10829453556647381
1,recognition_memory,0.10824747661629304
1,monetary_incentive_delay_task,0.10779078412419432
1,salience,0.10773912505006175
1,autobiographical_memory,0.10336674661968413
1,episodic_simulation,0.10286826330386328
1,negative_emotion,0.0995155722340971
1,picture,0.09821308623968866
1,taste,0.09624040291138238
1,expectancy,0.09560377896730374
1,source_memory,0.09527106774972502
1,encoding,0.09507465280098251
2,speech,0.24359062740611948
2,hearing,0.2312016448469379
2,listening,0.22739428666920647
2,speech_processing,0.21609111213887658
2,speech_perception,0.21607185109193439
2,language,0.17832585161408918
2,tone,0.16765862135003923
2,language_processing,0.16173010343708588
2,syllable,0.1609713064110495
2,music,0.15889934357414626
2,passive_listening,0.1549862704520062
2,speech_production,0.15348240829750417
2,melody,0.1479348069505687
2,auditory_perception,0.1476109627113181
2,prosody,0.13897843934674176
2,intonation,0.13163714330426268
2,language_comprehension,0.12649094452253778
2,semantic_processing,0.12529875286222145
2,word,0.12354149521665934
2,pitch_discrimination,0.12163589651685072
2,audition,0.12112011346771676
2,articulation,0.11440147831789045
2,semantics,0.11347681110207991
2,syntax,0.11188836629780044
2,sentence_processing,0.10890598668787399
3,manipulation,0.12401133286782547
3,reaction_time,0.1192938375867876
3,retrieval,0.1191617778124594
3,covert,0.11235329814424787
3,strategy,0.11179877422164647
3,execution,0.10662921382542065
3,monitoring,0.10658096674802034
3,memory,0.10509539724614222
3,cognitive_process,0.10494315459926315
3,goal,0.10472190601846418
3,rehearsal,0.10286820406728495
3,attention,0.102853386909834
3,remembering,0.10036910538073285
3,working_memory,0.09935770064617258
3,familiarity,0.09452869730305541
3,judgment,0.09087190783225432
3,spatial_attention,0.09065628938943748
3,word,0.09012794921891601
3,memory_retrieval,0.08949877658470584
3,context,0.08862267174526539
3,imagination,0.08805047090401284
3,encoding,0.08787772093187063
3,visual_attention,0.08649010963530276
3,action,0.08636511805848666
3,intention,0.08603813743342553
