STRUCTURE,CLUSTER
right_inferior_temporal_gyrus_temporooccipital_part,1
right_middle_temporal_gyrus_temporooccipital_part,1
right_temporal_occipital_fusiform_cortex,1
left_central_opercular_cortex,2
left_heschls_gyrus,2
left_parietal_operculum_cortex,2
left_planum_polare,2
left_planum_temporale,2
left_superior_temporal_gyrus_posterior_division,2
right_central_opercular_cortex,2
right_heschls_gyrus,2
right_middle_temporal_gyrus_posterior_division,2
right_parietal_operculum_cortex,2
right_planum_polare,2
right_planum_temporale,2
right_superior_temporal_gyrus_anterior_division,2
right_superior_temporal_gyrus_posterior_division,2
right_amygdala,3
right_hippocampus,3
left_cingulate_gyrus_anterior_division,4
left_cingulate_gyrus_posterior_division,4
left_frontal_pole,4
left_inferior_frontal_gyrus_pars_opercularis,4
left_inferior_frontal_gyrus_pars_triangularis,4
left_middle_frontal_gyrus,4
left_paracingulate_gyrus,4
left_precuneous_cortex,4
left_superior_frontal_gyrus,4
left_supplementary_motor_cortex,4
left_frontal_operculum_cortex,5
left_frontal_orbital_cortex,5
left_insular_cortex,5
left_temporal_pole,5
right_cingulate_gyrus_anterior_division,5
right_frontal_operculum_cortex,5
right_frontal_orbital_cortex,5
right_frontal_pole,5
right_inferior_frontal_gyrus_pars_triangularis,5
right_insular_cortex,5
right_paracingulate_gyrus,5
right_temporal_pole,5
left_amygdala,6
left_hippocampus,6
left_parahippocampal_gyrus_anterior_division,6
right_parahippocampal_gyrus_anterior_division,6
left_caudate,7
left_pallidum,7
left_putamen,7
right_caudate,7
right_pallidum,7
right_putamen,7
left_inferior_temporal_gyrus_temporooccipital_part,8
left_lateral_occipital_cortex_inferior_division,8
left_middle_temporal_gyrus_temporooccipital_part,8
left_occipital_fusiform_gyrus,8
left_occipital_pole,8
left_temporal_occipital_fusiform_cortex,8
right_lateral_occipital_cortex_inferior_division,8
right_occipital_fusiform_gyrus,8
right_occipital_pole,8
right_cerebellar_vermis,9
left_accumbens,10
right_accumbens,10
left_cerebellar_crus,11
left_cerebellar_lobules,11
right_cerebellar_crus,11
right_cerebellar_lobules,11
left_cuneal_cortex,12
left_intracalcarine_cortex,12
left_lingual_gyrus,12
left_supracalcarine_cortex,12
right_inferior_temporal_gyrus_anterior_division,13
right_inferior_temporal_gyrus_posterior_division,13
right_parahippocampal_gyrus_posterior_division,13
right_temporal_fusiform_cortex_anterior_division,13
right_temporal_fusiform_cortex_posterior_division,13
left_inferior_temporal_gyrus_posterior_division,14
left_parahippocampal_gyrus_posterior_division,14
left_temporal_fusiform_cortex_anterior_division,14
left_temporal_fusiform_cortex_posterior_division,14
right_cingulate_gyrus_posterior_division,15
right_cuneal_cortex,15
right_intracalcarine_cortex,15
right_lingual_gyrus,15
right_precuneous_cortex,15
right_supracalcarine_cortex,15
left_inferior_temporal_gyrus_anterior_division,16
left_middle_temporal_gyrus_anterior_division,16
left_middle_temporal_gyrus_posterior_division,16
left_superior_temporal_gyrus_anterior_division,16
right_middle_temporal_gyrus_anterior_division,16
left_thalamus,17
right_thalamus,17
left_angular_gyrus,18
left_lateral_occipital_cortex_superior_division,18
left_postcentral_gyrus,18
left_precentral_gyrus,18
left_superior_parietal_lobule,18
left_supramarginal_gyrus_anterior_division,18
left_supramarginal_gyrus_posterior_division,18
right_angular_gyrus,18
right_inferior_frontal_gyrus_pars_opercularis,18
right_lateral_occipital_cortex_superior_division,18
right_middle_frontal_gyrus,18
right_postcentral_gyrus,18
right_precentral_gyrus,18
right_superior_frontal_gyrus,18
right_superior_parietal_lobule,18
right_supplementary_motor_cortex,18
right_supramarginal_gyrus_anterior_division,18
right_supramarginal_gyrus_posterior_division,18
left_brainstem,19
right_brainstem,19
left_cerebellar_vermis,20
left_frontal_medial_cortex,21
left_subcallosal_cortex,21
right_frontal_medial_cortex,21
right_subcallosal_cortex,21
