STRUCTURE,CLUSTER
left_brainstem,1
right_brainstem,1
left_middle_temporal_gyrus_anterior_division,2
left_middle_temporal_gyrus_posterior_division,2
left_superior_temporal_gyrus_anterior_division,2
left_superior_temporal_gyrus_posterior_division,2
right_middle_temporal_gyrus_anterior_division,2
right_middle_temporal_gyrus_posterior_division,2
right_superior_temporal_gyrus_anterior_division,2
right_superior_temporal_gyrus_posterior_division,2
left_angular_gyrus,3
left_cerebellar_crus,3
left_inferior_frontal_gyrus_pars_opercularis,3
left_lateral_occipital_cortex_superior_division,3
left_middle_frontal_gyrus,3
left_postcentral_gyrus,3
left_precentral_gyrus,3
left_superior_frontal_gyrus,3
left_superior_parietal_lobule,3
left_supplementary_motor_cortex,3
left_supramarginal_gyrus_anterior_division,3
left_supramarginal_gyrus_posterior_division,3
right_angular_gyrus,3
right_inferior_frontal_gyrus_pars_opercularis,3
right_lateral_occipital_cortex_superior_division,3
right_postcentral_gyrus,3
right_precentral_gyrus,3
right_superior_parietal_lobule,3
right_supramarginal_gyrus_anterior_division,3
right_supramarginal_gyrus_posterior_division,3
left_frontal_medial_cortex,4
left_subcallosal_cortex,4
right_frontal_medial_cortex,4
right_subcallosal_cortex,4
left_caudate,5
left_pallidum,5
left_putamen,5
right_caudate,5
right_pallidum,5
right_putamen,5
left_amygdala,6
left_hippocampus,6
left_parahippocampal_gyrus_anterior_division,6
right_amygdala,6
right_parahippocampal_gyrus_anterior_division,6
left_lateral_occipital_cortex_inferior_division,7
left_occipital_fusiform_gyrus,7
left_occipital_pole,7
right_cerebellar_crus,7
right_inferior_temporal_gyrus_temporooccipital_part,7
right_lateral_occipital_cortex_inferior_division,7
right_middle_temporal_gyrus_temporooccipital_part,7
right_occipital_fusiform_gyrus,7
right_occipital_pole,7
right_temporal_occipital_fusiform_cortex,7
left_parahippocampal_gyrus_posterior_division,8
right_hippocampus,8
right_parahippocampal_gyrus_posterior_division,8
left_frontal_operculum_cortex,9
left_frontal_orbital_cortex,9
left_frontal_pole,9
left_inferior_frontal_gyrus_pars_triangularis,9
left_insular_cortex,9
left_temporal_pole,9
right_frontal_orbital_cortex,9
right_inferior_frontal_gyrus_pars_triangularis,9
right_temporal_pole,9
right_inferior_temporal_gyrus_posterior_division,10
right_temporal_fusiform_cortex_posterior_division,10
left_heschls_gyrus,11
left_planum_polare,11
right_heschls_gyrus,11
right_planum_polare,11
left_cerebellar_lobules,12
left_cingulate_gyrus_posterior_division,12
left_cuneal_cortex,12
left_intracalcarine_cortex,12
left_lingual_gyrus,12
left_precuneous_cortex,12
left_supracalcarine_cortex,12
right_cerebellar_lobules,12
right_cingulate_gyrus_posterior_division,12
right_cuneal_cortex,12
right_intracalcarine_cortex,12
right_lingual_gyrus,12
right_precuneous_cortex,12
right_supracalcarine_cortex,12
left_inferior_temporal_gyrus_posterior_division,13
left_inferior_temporal_gyrus_temporooccipital_part,13
left_middle_temporal_gyrus_temporooccipital_part,13
left_temporal_fusiform_cortex_posterior_division,13
left_temporal_occipital_fusiform_cortex,13
left_cingulate_gyrus_anterior_division,14
left_paracingulate_gyrus,14
left_thalamus,14
right_cingulate_gyrus_anterior_division,14
right_frontal_operculum_cortex,14
right_insular_cortex,14
right_paracingulate_gyrus,14
right_thalamus,14
left_central_opercular_cortex,15
left_parietal_operculum_cortex,15
left_planum_temporale,15
right_central_opercular_cortex,15
right_parietal_operculum_cortex,15
right_planum_temporale,15
left_inferior_temporal_gyrus_anterior_division,16
left_temporal_fusiform_cortex_anterior_division,16
right_inferior_temporal_gyrus_anterior_division,16
right_temporal_fusiform_cortex_anterior_division,16
right_frontal_pole,17
right_middle_frontal_gyrus,17
right_superior_frontal_gyrus,17
right_supplementary_motor_cortex,17
left_accumbens,18
right_accumbens,18
left_cerebellar_vermis,19
right_cerebellar_vermis,19
