STRUCTURE,CLUSTER
left_cingulate_gyrus_posterior_division,1
left_precuneous_cortex,1
right_cingulate_gyrus_posterior_division,1
right_cuneal_cortex,1
right_intracalcarine_cortex,1
right_lingual_gyrus,1
right_precuneous_cortex,1
right_supracalcarine_cortex,1
left_angular_gyrus,2
left_lateral_occipital_cortex_superior_division,2
left_superior_parietal_lobule,2
left_supramarginal_gyrus_posterior_division,2
right_angular_gyrus,2
right_lateral_occipital_cortex_superior_division,2
right_middle_temporal_gyrus_temporooccipital_part,2
right_superior_parietal_lobule,2
right_supramarginal_gyrus_posterior_division,2
left_heschls_gyrus,3
left_parietal_operculum_cortex,3
left_planum_polare,3
left_planum_temporale,3
left_superior_temporal_gyrus_anterior_division,3
left_superior_temporal_gyrus_posterior_division,3
left_frontal_operculum_cortex,4
left_frontal_orbital_cortex,4
left_frontal_pole,4
left_inferior_frontal_gyrus_pars_triangularis,4
right_frontal_operculum_cortex,4
right_frontal_pole,4
right_inferior_frontal_gyrus_pars_opercularis,4
right_inferior_frontal_gyrus_pars_triangularis,4
left_inferior_frontal_gyrus_pars_opercularis,5
left_middle_frontal_gyrus,5
left_postcentral_gyrus,5
left_precentral_gyrus,5
left_superior_frontal_gyrus,5
left_supplementary_motor_cortex,5
left_supramarginal_gyrus_anterior_division,5
right_middle_frontal_gyrus,5
right_postcentral_gyrus,5
right_precentral_gyrus,5
right_supplementary_motor_cortex,5
left_brainstem,6
left_insular_cortex,6
right_brainstem,6
right_frontal_orbital_cortex,6
right_insular_cortex,6
right_temporal_pole,6
left_frontal_medial_cortex,7
left_subcallosal_cortex,7
right_frontal_medial_cortex,7
right_subcallosal_cortex,7
left_inferior_temporal_gyrus_posterior_division,8
left_middle_temporal_gyrus_posterior_division,8
left_temporal_fusiform_cortex_posterior_division,8
left_amygdala,9
right_amygdala,9
right_hippocampus,9
right_parahippocampal_gyrus_anterior_division,9
left_hippocampus,10
left_parahippocampal_gyrus_anterior_division,10
left_parahippocampal_gyrus_posterior_division,10
right_parahippocampal_gyrus_posterior_division,10
right_temporal_fusiform_cortex_posterior_division,10
left_pallidum,11
left_putamen,11
right_accumbens,11
right_pallidum,11
right_putamen,11
left_cuneal_cortex,12
left_intracalcarine_cortex,12
left_supracalcarine_cortex,12
right_inferior_temporal_gyrus_anterior_division,13
right_inferior_temporal_gyrus_posterior_division,13
right_temporal_fusiform_cortex_anterior_division,13
left_inferior_temporal_gyrus_temporooccipital_part,14
left_lateral_occipital_cortex_inferior_division,14
left_lingual_gyrus,14
left_middle_temporal_gyrus_temporooccipital_part,14
left_occipital_fusiform_gyrus,14
left_occipital_pole,14
left_temporal_occipital_fusiform_cortex,14
right_inferior_temporal_gyrus_temporooccipital_part,14
right_lateral_occipital_cortex_inferior_division,14
right_occipital_fusiform_gyrus,14
right_occipital_pole,14
right_temporal_occipital_fusiform_cortex,14
left_inferior_temporal_gyrus_anterior_division,15
left_temporal_fusiform_cortex_anterior_division,15
left_middle_temporal_gyrus_anterior_division,16
left_temporal_pole,16
right_middle_temporal_gyrus_anterior_division,16
right_middle_temporal_gyrus_posterior_division,16
right_superior_temporal_gyrus_anterior_division,16
left_cingulate_gyrus_anterior_division,17
left_paracingulate_gyrus,17
left_thalamus,17
right_cingulate_gyrus_anterior_division,17
right_paracingulate_gyrus,17
right_superior_frontal_gyrus,17
right_thalamus,17
left_central_opercular_cortex,18
right_central_opercular_cortex,18
right_heschls_gyrus,18
right_parietal_operculum_cortex,18
right_planum_polare,18
right_planum_temporale,18
right_superior_temporal_gyrus_posterior_division,18
right_supramarginal_gyrus_anterior_division,18
left_accumbens,19
left_caudate,19
right_caudate,19
left_cerebellar_crus,20
left_cerebellar_lobules,20
left_cerebellar_vermis,20
right_cerebellar_crus,20
right_cerebellar_lobules,20
right_cerebellar_vermis,20
