STRUCTURE,CLUSTER
left_middle_temporal_gyrus_anterior_division,1
left_middle_temporal_gyrus_posterior_division,1
left_superior_temporal_gyrus_anterior_division,1
left_superior_temporal_gyrus_posterior_division,1
left_temporal_pole,1
right_middle_temporal_gyrus_anterior_division,1
right_middle_temporal_gyrus_posterior_division,1
right_superior_temporal_gyrus_anterior_division,1
right_superior_temporal_gyrus_posterior_division,1
left_inferior_temporal_gyrus_posterior_division,2
left_inferior_temporal_gyrus_temporooccipital_part,2
left_lateral_occipital_cortex_inferior_division,2
left_lingual_gyrus,2
left_middle_temporal_gyrus_temporooccipital_part,2
left_occipital_fusiform_gyrus,2
left_occipital_pole,2
left_temporal_fusiform_cortex_posterior_division,2
left_temporal_occipital_fusiform_cortex,2
right_inferior_temporal_gyrus_temporooccipital_part,2
right_lateral_occipital_cortex_inferior_division,2
right_middle_temporal_gyrus_temporooccipital_part,2
right_occipital_fusiform_gyrus,2
right_occipital_pole,2
right_temporal_fusiform_cortex_posterior_division,2
right_temporal_occipital_fusiform_cortex,2
left_cingulate_gyrus_anterior_division,3
left_frontal_operculum_cortex,3
left_frontal_orbital_cortex,3
left_frontal_pole,3
left_inferior_frontal_gyrus_pars_triangularis,3
left_insular_cortex,3
left_paracingulate_gyrus,3
right_cingulate_gyrus_anterior_division,3
right_frontal_operculum_cortex,3
right_frontal_orbital_cortex,3
right_frontal_pole,3
right_inferior_frontal_gyrus_pars_triangularis,3
right_insular_cortex,3
right_paracingulate_gyrus,3
right_temporal_pole,3
left_angular_gyrus,4
left_inferior_frontal_gyrus_pars_opercularis,4
left_lateral_occipital_cortex_superior_division,4
left_middle_frontal_gyrus,4
left_postcentral_gyrus,4
left_precentral_gyrus,4
left_precuneous_cortex,4
left_superior_frontal_gyrus,4
left_superior_parietal_lobule,4
left_supplementary_motor_cortex,4
left_supramarginal_gyrus_anterior_division,4
left_supramarginal_gyrus_posterior_division,4
right_angular_gyrus,4
right_inferior_frontal_gyrus_pars_opercularis,4
right_lateral_occipital_cortex_superior_division,4
right_middle_frontal_gyrus,4
right_postcentral_gyrus,4
right_precentral_gyrus,4
right_superior_frontal_gyrus,4
right_superior_parietal_lobule,4
right_supplementary_motor_cortex,4
right_supramarginal_gyrus_anterior_division,4
right_supramarginal_gyrus_posterior_division,4
left_amygdala,5
left_hippocampus,5
left_parahippocampal_gyrus_anterior_division,5
right_amygdala,5
right_hippocampus,5
right_parahippocampal_gyrus_anterior_division,5
left_cingulate_gyrus_posterior_division,6
left_cuneal_cortex,6
left_intracalcarine_cortex,6
left_parahippocampal_gyrus_posterior_division,6
left_supracalcarine_cortex,6
right_cingulate_gyrus_posterior_division,6
right_cuneal_cortex,6
right_intracalcarine_cortex,6
right_lingual_gyrus,6
right_parahippocampal_gyrus_posterior_division,6
right_precuneous_cortex,6
right_supracalcarine_cortex,6
left_accumbens,7
left_brainstem,7
left_caudate,7
left_frontal_medial_cortex,7
left_pallidum,7
left_putamen,7
left_subcallosal_cortex,7
left_thalamus,7
right_accumbens,7
right_caudate,7
right_frontal_medial_cortex,7
right_pallidum,7
right_putamen,7
right_subcallosal_cortex,7
right_thalamus,7
left_central_opercular_cortex,8
left_heschls_gyrus,8
left_parietal_operculum_cortex,8
left_planum_polare,8
left_planum_temporale,8
right_central_opercular_cortex,8
right_heschls_gyrus,8
right_parietal_operculum_cortex,8
right_planum_polare,8
right_planum_temporale,8
left_cerebellar_crus,9
left_cerebellar_lobules,9
left_cerebellar_vermis,9
right_brainstem,9
right_cerebellar_crus,9
right_cerebellar_lobules,9
right_cerebellar_vermis,9
left_inferior_temporal_gyrus_anterior_division,10
left_temporal_fusiform_cortex_anterior_division,10
right_inferior_temporal_gyrus_anterior_division,10
right_inferior_temporal_gyrus_posterior_division,10
right_temporal_fusiform_cortex_anterior_division,10
