STRUCTURE,CLUSTER
right_inferior_temporal_gyrus_anterior_division,1
right_inferior_temporal_gyrus_posterior_division,1
right_temporal_fusiform_cortex_anterior_division,1
right_temporal_fusiform_cortex_posterior_division,1
left_brainstem,2
left_cingulate_gyrus_anterior_division,2
left_frontal_operculum_cortex,2
left_frontal_orbital_cortex,2
left_frontal_pole,2
left_inferior_frontal_gyrus_pars_triangularis,2
left_insular_cortex,2
left_paracingulate_gyrus,2
left_temporal_pole,2
left_thalamus,2
right_brainstem,2
right_cingulate_gyrus_anterior_division,2
right_frontal_operculum_cortex,2
right_frontal_orbital_cortex,2
right_frontal_pole,2
right_inferior_frontal_gyrus_pars_triangularis,2
right_insular_cortex,2
right_paracingulate_gyrus,2
right_temporal_pole,2
right_thalamus,2
left_middle_temporal_gyrus_anterior_division,3
left_middle_temporal_gyrus_posterior_division,3
left_superior_temporal_gyrus_anterior_division,3
left_superior_temporal_gyrus_posterior_division,3
right_middle_temporal_gyrus_anterior_division,3
right_middle_temporal_gyrus_posterior_division,3
right_superior_temporal_gyrus_anterior_division,3
right_superior_temporal_gyrus_posterior_division,3
right_inferior_temporal_gyrus_temporooccipital_part,4
right_lateral_occipital_cortex_inferior_division,4
right_lateral_occipital_cortex_superior_division,4
right_lingual_gyrus,4
right_middle_temporal_gyrus_temporooccipital_part,4
right_occipital_fusiform_gyrus,4
right_occipital_pole,4
right_temporal_occipital_fusiform_cortex,4
left_cingulate_gyrus_posterior_division,5
left_hippocampus,5
left_parahippocampal_gyrus_posterior_division,5
right_cingulate_gyrus_posterior_division,5
right_parahippocampal_gyrus_posterior_division,5
left_angular_gyrus,6
left_inferior_frontal_gyrus_pars_opercularis,6
left_lateral_occipital_cortex_superior_division,6
left_middle_frontal_gyrus,6
left_postcentral_gyrus,6
left_precentral_gyrus,6
left_superior_frontal_gyrus,6
left_superior_parietal_lobule,6
left_supplementary_motor_cortex,6
left_supramarginal_gyrus_anterior_division,6
left_supramarginal_gyrus_posterior_division,6
right_angular_gyrus,6
right_inferior_frontal_gyrus_pars_opercularis,6
right_middle_frontal_gyrus,6
right_postcentral_gyrus,6
right_precentral_gyrus,6
right_superior_frontal_gyrus,6
right_superior_parietal_lobule,6
right_supplementary_motor_cortex,6
right_supramarginal_gyrus_anterior_division,6
right_supramarginal_gyrus_posterior_division,6
left_caudate,7
left_pallidum,7
left_putamen,7
right_caudate,7
right_pallidum,7
right_putamen,7
left_cerebellar_crus,8
left_cerebellar_lobules,8
left_cerebellar_vermis,8
right_cerebellar_crus,8
right_cerebellar_lobules,8
right_cerebellar_vermis,8
left_frontal_medial_cortex,9
left_subcallosal_cortex,9
right_frontal_medial_cortex,9
right_subcallosal_cortex,9
left_amygdala,10
left_parahippocampal_gyrus_anterior_division,10
right_amygdala,10
right_hippocampus,10
right_parahippocampal_gyrus_anterior_division,10
left_cuneal_cortex,11
left_intracalcarine_cortex,11
left_precuneous_cortex,11
left_supracalcarine_cortex,11
right_cuneal_cortex,11
right_intracalcarine_cortex,11
right_precuneous_cortex,11
right_supracalcarine_cortex,11
left_central_opercular_cortex,12
left_heschls_gyrus,12
left_parietal_operculum_cortex,12
left_planum_polare,12
left_planum_temporale,12
right_central_opercular_cortex,12
right_heschls_gyrus,12
right_parietal_operculum_cortex,12
right_planum_polare,12
right_planum_temporale,12
left_inferior_temporal_gyrus_anterior_division,13
left_inferior_temporal_gyrus_posterior_division,13
left_temporal_fusiform_cortex_anterior_division,13
left_inferior_temporal_gyrus_temporooccipital_part,14
left_lateral_occipital_cortex_inferior_division,14
left_lingual_gyrus,14
left_middle_temporal_gyrus_temporooccipital_part,14
left_occipital_fusiform_gyrus,14
left_occipital_pole,14
left_temporal_fusiform_cortex_posterior_division,14
left_temporal_occipital_fusiform_cortex,14
left_accumbens,15
right_accumbens,15
