STRUCTURE,CLUSTER
left_heschls_gyrus,1
left_parietal_operculum_cortex,1
left_planum_polare,1
left_planum_temporale,1
right_central_opercular_cortex,1
right_heschls_gyrus,1
right_parietal_operculum_cortex,1
right_planum_polare,1
right_planum_temporale,1
right_superior_temporal_gyrus_anterior_division,1
right_superior_temporal_gyrus_posterior_division,1
left_cingulate_gyrus_posterior_division,2
right_cingulate_gyrus_posterior_division,2
left_postcentral_gyrus,3
left_superior_parietal_lobule,3
left_supramarginal_gyrus_anterior_division,3
right_postcentral_gyrus,3
right_superior_parietal_lobule,3
right_supramarginal_gyrus_anterior_division,3
right_inferior_temporal_gyrus_posterior_division,4
right_parahippocampal_gyrus_posterior_division,4
right_temporal_fusiform_cortex_posterior_division,4
left_cingulate_gyrus_anterior_division,5
left_paracingulate_gyrus,5
left_thalamus,5
right_cingulate_gyrus_anterior_division,5
right_paracingulate_gyrus,5
right_thalamus,5
left_lateral_occipital_cortex_inferior_division,6
left_lingual_gyrus,6
left_occipital_fusiform_gyrus,6
left_occipital_pole,6
right_inferior_temporal_gyrus_temporooccipital_part,6
right_lateral_occipital_cortex_inferior_division,6
right_occipital_fusiform_gyrus,6
right_occipital_pole,6
right_temporal_occipital_fusiform_cortex,6
left_inferior_temporal_gyrus_temporooccipital_part,7
left_middle_temporal_gyrus_temporooccipital_part,7
left_frontal_medial_cortex,8
right_frontal_medial_cortex,8
right_subcallosal_cortex,8
left_amygdala,9
left_hippocampus,9
left_parahippocampal_gyrus_anterior_division,9
right_amygdala,9
right_hippocampus,9
right_parahippocampal_gyrus_anterior_division,9
left_cerebellar_crus,10
left_cerebellar_lobules,10
left_cerebellar_vermis,10
left_supplementary_motor_cortex,10
right_cerebellar_crus,10
right_cerebellar_lobules,10
right_cerebellar_vermis,10
right_supplementary_motor_cortex,10
left_angular_gyrus,11
left_inferior_frontal_gyrus_pars_opercularis,11
left_lateral_occipital_cortex_superior_division,11
left_middle_frontal_gyrus,11
left_precentral_gyrus,11
left_precuneous_cortex,11
left_superior_frontal_gyrus,11
left_supramarginal_gyrus_posterior_division,11
right_angular_gyrus,11
right_inferior_frontal_gyrus_pars_opercularis,11
right_lateral_occipital_cortex_superior_division,11
right_middle_frontal_gyrus,11
right_middle_temporal_gyrus_temporooccipital_part,11
right_precentral_gyrus,11
right_precuneous_cortex,11
right_superior_frontal_gyrus,11
right_supramarginal_gyrus_posterior_division,11
left_caudate,12
left_middle_temporal_gyrus_anterior_division,13
left_middle_temporal_gyrus_posterior_division,13
left_superior_temporal_gyrus_anterior_division,13
left_superior_temporal_gyrus_posterior_division,13
right_middle_temporal_gyrus_anterior_division,13
right_middle_temporal_gyrus_posterior_division,13
left_cuneal_cortex,14
left_intracalcarine_cortex,14
left_supracalcarine_cortex,14
right_cuneal_cortex,14
right_intracalcarine_cortex,14
right_lingual_gyrus,14
right_supracalcarine_cortex,14
left_brainstem,15
left_central_opercular_cortex,15
left_frontal_operculum_cortex,15
left_insular_cortex,15
left_temporal_pole,15
right_brainstem,15
right_frontal_operculum_cortex,15
right_frontal_orbital_cortex,15
right_inferior_frontal_gyrus_pars_triangularis,15
right_insular_cortex,15
right_temporal_pole,15
left_accumbens,16
right_accumbens,16
left_inferior_temporal_gyrus_posterior_division,17
left_parahippocampal_gyrus_posterior_division,17
left_temporal_fusiform_cortex_posterior_division,17
left_temporal_occipital_fusiform_cortex,17
left_inferior_temporal_gyrus_anterior_division,18
left_temporal_fusiform_cortex_anterior_division,18
left_pallidum,19
left_putamen,19
right_caudate,19
right_pallidum,19
right_putamen,19
right_inferior_temporal_gyrus_anterior_division,20
right_temporal_fusiform_cortex_anterior_division,20
left_frontal_orbital_cortex,21
left_frontal_pole,21
left_inferior_frontal_gyrus_pars_triangularis,21
right_frontal_pole,21
left_subcallosal_cortex,22
