STRUCTURE,CLUSTER
left_amygdala,1
left_brainstem,1
left_frontal_medial_cortex,1
left_hippocampus,1
left_inferior_temporal_gyrus_anterior_division,1
left_parahippocampal_gyrus_anterior_division,1
left_parahippocampal_gyrus_posterior_division,1
left_temporal_fusiform_cortex_anterior_division,1
right_amygdala,1
right_brainstem,1
right_frontal_medial_cortex,1
right_hippocampus,1
right_inferior_temporal_gyrus_anterior_division,1
right_inferior_temporal_gyrus_posterior_division,1
right_parahippocampal_gyrus_anterior_division,1
right_parahippocampal_gyrus_posterior_division,1
right_temporal_fusiform_cortex_anterior_division,1
right_temporal_fusiform_cortex_posterior_division,1
left_cuneal_cortex,2
left_inferior_temporal_gyrus_posterior_division,2
left_inferior_temporal_gyrus_temporooccipital_part,2
left_intracalcarine_cortex,2
left_lateral_occipital_cortex_inferior_division,2
left_lingual_gyrus,2
left_middle_temporal_gyrus_temporooccipital_part,2
left_occipital_fusiform_gyrus,2
left_occipital_pole,2
left_supracalcarine_cortex,2
left_temporal_fusiform_cortex_posterior_division,2
left_temporal_occipital_fusiform_cortex,2
right_cuneal_cortex,2
right_inferior_temporal_gyrus_temporooccipital_part,2
right_intracalcarine_cortex,2
right_lateral_occipital_cortex_inferior_division,2
right_lingual_gyrus,2
right_middle_temporal_gyrus_temporooccipital_part,2
right_occipital_fusiform_gyrus,2
right_occipital_pole,2
right_supracalcarine_cortex,2
right_temporal_occipital_fusiform_cortex,2
left_central_opercular_cortex,3
left_heschls_gyrus,3
left_middle_temporal_gyrus_anterior_division,3
left_middle_temporal_gyrus_posterior_division,3
left_parietal_operculum_cortex,3
left_planum_polare,3
left_planum_temporale,3
left_superior_temporal_gyrus_anterior_division,3
left_superior_temporal_gyrus_posterior_division,3
left_temporal_pole,3
right_central_opercular_cortex,3
right_heschls_gyrus,3
right_middle_temporal_gyrus_anterior_division,3
right_middle_temporal_gyrus_posterior_division,3
right_parietal_operculum_cortex,3
right_planum_polare,3
right_planum_temporale,3
right_superior_temporal_gyrus_anterior_division,3
right_superior_temporal_gyrus_posterior_division,3
right_temporal_pole,3
left_angular_gyrus,4
left_cerebellar_crus,4
left_cerebellar_lobules,4
left_cerebellar_vermis,4
left_cingulate_gyrus_anterior_division,4
left_cingulate_gyrus_posterior_division,4
left_frontal_operculum_cortex,4
left_frontal_orbital_cortex,4
left_frontal_pole,4
left_inferior_frontal_gyrus_pars_opercularis,4
left_inferior_frontal_gyrus_pars_triangularis,4
left_insular_cortex,4
left_lateral_occipital_cortex_superior_division,4
left_middle_frontal_gyrus,4
left_paracingulate_gyrus,4
left_postcentral_gyrus,4
left_precentral_gyrus,4
left_precuneous_cortex,4
left_superior_frontal_gyrus,4
left_superior_parietal_lobule,4
left_supplementary_motor_cortex,4
left_supramarginal_gyrus_anterior_division,4
left_supramarginal_gyrus_posterior_division,4
left_thalamus,4
right_angular_gyrus,4
right_cerebellar_crus,4
right_cerebellar_lobules,4
right_cerebellar_vermis,4
right_cingulate_gyrus_anterior_division,4
right_cingulate_gyrus_posterior_division,4
right_frontal_operculum_cortex,4
right_frontal_orbital_cortex,4
right_frontal_pole,4
right_inferior_frontal_gyrus_pars_opercularis,4
right_inferior_frontal_gyrus_pars_triangularis,4
right_insular_cortex,4
right_lateral_occipital_cortex_superior_division,4
right_middle_frontal_gyrus,4
right_paracingulate_gyrus,4
right_postcentral_gyrus,4
right_precentral_gyrus,4
right_precuneous_cortex,4
right_superior_frontal_gyrus,4
right_superior_parietal_lobule,4
right_supplementary_motor_cortex,4
right_supramarginal_gyrus_anterior_division,4
right_supramarginal_gyrus_posterior_division,4
right_thalamus,4
left_accumbens,5
left_caudate,5
left_pallidum,5
left_putamen,5
left_subcallosal_cortex,5
right_accumbens,5
right_caudate,5
right_pallidum,5
right_putamen,5
right_subcallosal_cortex,5
