STRUCTURE,CLUSTER
left_cerebellar_vermis,1
right_cerebellar_vermis,1
left_angular_gyrus,2
left_lateral_occipital_cortex_superior_division,2
left_superior_parietal_lobule,2
left_supramarginal_gyrus_posterior_division,2
right_lateral_occipital_cortex_superior_division,2
right_superior_parietal_lobule,2
left_heschls_gyrus,3
left_planum_polare,3
left_planum_temporale,3
left_superior_temporal_gyrus_anterior_division,3
left_superior_temporal_gyrus_posterior_division,3
right_central_opercular_cortex,3
right_heschls_gyrus,3
right_middle_temporal_gyrus_posterior_division,3
right_planum_polare,3
right_planum_temporale,3
right_superior_temporal_gyrus_anterior_division,3
right_superior_temporal_gyrus_posterior_division,3
left_hippocampus,4
left_parahippocampal_gyrus_posterior_division,4
left_cingulate_gyrus_posterior_division,5
left_cuneal_cortex,5
left_intracalcarine_cortex,5
left_precuneous_cortex,5
left_supracalcarine_cortex,5
right_cingulate_gyrus_posterior_division,5
right_cuneal_cortex,5
right_intracalcarine_cortex,5
right_lingual_gyrus,5
right_precuneous_cortex,5
right_supracalcarine_cortex,5
left_frontal_operculum_cortex,6
left_frontal_orbital_cortex,6
left_frontal_pole,6
left_inferior_frontal_gyrus_pars_triangularis,6
left_insular_cortex,6
left_paracingulate_gyrus,6
left_temporal_pole,6
right_frontal_operculum_cortex,6
right_frontal_orbital_cortex,6
right_frontal_pole,6
right_inferior_frontal_gyrus_pars_triangularis,6
right_insular_cortex,6
right_temporal_pole,6
left_inferior_temporal_gyrus_anterior_division,7
left_inferior_temporal_gyrus_posterior_division,7
left_middle_temporal_gyrus_anterior_division,7
left_middle_temporal_gyrus_posterior_division,7
left_temporal_fusiform_cortex_anterior_division,7
left_temporal_fusiform_cortex_posterior_division,7
right_middle_temporal_gyrus_anterior_division,7
left_inferior_frontal_gyrus_pars_opercularis,8
left_middle_frontal_gyrus,8
left_precentral_gyrus,8
left_superior_frontal_gyrus,8
right_angular_gyrus,8
right_inferior_frontal_gyrus_pars_opercularis,8
right_middle_frontal_gyrus,8
right_middle_temporal_gyrus_temporooccipital_part,8
right_precentral_gyrus,8
right_superior_frontal_gyrus,8
right_supramarginal_gyrus_posterior_division,8
left_inferior_temporal_gyrus_temporooccipital_part,9
left_lateral_occipital_cortex_inferior_division,9
left_lingual_gyrus,9
left_middle_temporal_gyrus_temporooccipital_part,9
left_occipital_fusiform_gyrus,9
left_occipital_pole,9
left_temporal_occipital_fusiform_cortex,9
right_inferior_temporal_gyrus_temporooccipital_part,9
right_lateral_occipital_cortex_inferior_division,9
right_occipital_fusiform_gyrus,9
right_occipital_pole,9
right_temporal_occipital_fusiform_cortex,9
right_hippocampus,10
right_inferior_temporal_gyrus_posterior_division,10
right_parahippocampal_gyrus_posterior_division,10
right_temporal_fusiform_cortex_posterior_division,10
left_central_opercular_cortex,11
left_cerebellar_crus,11
left_cerebellar_lobules,11
left_parietal_operculum_cortex,11
left_postcentral_gyrus,11
left_supplementary_motor_cortex,11
left_supramarginal_gyrus_anterior_division,11
right_cerebellar_crus,11
right_cerebellar_lobules,11
right_parietal_operculum_cortex,11
right_postcentral_gyrus,11
right_supplementary_motor_cortex,11
right_supramarginal_gyrus_anterior_division,11
left_frontal_medial_cortex,12
left_subcallosal_cortex,12
right_frontal_medial_cortex,12
right_subcallosal_cortex,12
left_caudate,13
left_cingulate_gyrus_anterior_division,13
left_pallidum,13
left_putamen,13
left_thalamus,13
right_caudate,13
right_cingulate_gyrus_anterior_division,13
right_pallidum,13
right_paracingulate_gyrus,13
right_putamen,13
right_thalamus,13
left_amygdala,14
left_parahippocampal_gyrus_anterior_division,14
right_amygdala,14
right_parahippocampal_gyrus_anterior_division,14
right_inferior_temporal_gyrus_anterior_division,15
right_temporal_fusiform_cortex_anterior_division,15
left_accumbens,16
right_accumbens,16
left_brainstem,17
right_brainstem,17
