STRUCTURE,CLUSTER
left_central_opercular_cortex,1
right_central_opercular_cortex,1
right_heschls_gyrus,1
right_parietal_operculum_cortex,1
right_planum_polare,1
right_planum_temporale,1
left_amygdala,2
left_hippocampus,2
left_parahippocampal_gyrus_anterior_division,2
left_parahippocampal_gyrus_posterior_division,2
left_angular_gyrus,3
left_lateral_occipital_cortex_inferior_division,3
left_lateral_occipital_cortex_superior_division,3
left_occipital_pole,3
left_precuneous_cortex,3
left_superior_parietal_lobule,3
left_supramarginal_gyrus_posterior_division,3
right_angular_gyrus,3
right_lateral_occipital_cortex_inferior_division,3
right_lateral_occipital_cortex_superior_division,3
right_middle_temporal_gyrus_temporooccipital_part,3
right_occipital_fusiform_gyrus,3
right_occipital_pole,3
right_precuneous_cortex,3
right_superior_parietal_lobule,3
right_supramarginal_gyrus_posterior_division,3
left_frontal_operculum_cortex,4
left_frontal_orbital_cortex,4
left_frontal_pole,4
left_insular_cortex,4
left_temporal_pole,4
right_frontal_operculum_cortex,4
right_frontal_orbital_cortex,4
right_temporal_pole,4
right_subcallosal_cortex,5
left_heschls_gyrus,6
left_planum_polare,6
left_planum_temporale,6
right_middle_temporal_gyrus_anterior_division,6
right_middle_temporal_gyrus_posterior_division,6
right_superior_temporal_gyrus_anterior_division,6
right_superior_temporal_gyrus_posterior_division,6
left_cingulate_gyrus_anterior_division,7
left_paracingulate_gyrus,7
left_thalamus,7
right_cingulate_gyrus_anterior_division,7
right_frontal_pole,7
right_insular_cortex,7
right_paracingulate_gyrus,7
right_superior_frontal_gyrus,7
right_thalamus,7
left_cerebellar_crus,8
left_cerebellar_lobules,8
left_cerebellar_vermis,8
right_cerebellar_crus,8
right_cerebellar_lobules,8
right_inferior_temporal_gyrus_anterior_division,9
right_inferior_temporal_gyrus_posterior_division,9
right_temporal_fusiform_cortex_anterior_division,9
left_inferior_temporal_gyrus_temporooccipital_part,10
left_lingual_gyrus,10
left_occipital_fusiform_gyrus,10
left_temporal_fusiform_cortex_posterior_division,10
left_temporal_occipital_fusiform_cortex,10
right_inferior_temporal_gyrus_temporooccipital_part,10
right_temporal_occipital_fusiform_cortex,10
left_pallidum,11
left_putamen,11
right_pallidum,11
right_putamen,11
left_inferior_frontal_gyrus_pars_opercularis,12
left_inferior_frontal_gyrus_pars_triangularis,12
left_middle_frontal_gyrus,12
left_precentral_gyrus,12
left_superior_frontal_gyrus,12
left_supplementary_motor_cortex,12
right_inferior_frontal_gyrus_pars_opercularis,12
right_inferior_frontal_gyrus_pars_triangularis,12
right_middle_frontal_gyrus,12
left_accumbens,13
right_accumbens,13
left_brainstem,14
right_brainstem,14
left_cingulate_gyrus_posterior_division,15
left_cuneal_cortex,15
left_intracalcarine_cortex,15
left_supracalcarine_cortex,15
right_cingulate_gyrus_posterior_division,15
right_cuneal_cortex,15
right_intracalcarine_cortex,15
right_lingual_gyrus,15
right_supracalcarine_cortex,15
left_inferior_temporal_gyrus_anterior_division,16
left_temporal_fusiform_cortex_anterior_division,16
right_cerebellar_vermis,17
right_amygdala,18
right_hippocampus,18
right_parahippocampal_gyrus_anterior_division,18
right_parahippocampal_gyrus_posterior_division,18
right_temporal_fusiform_cortex_posterior_division,18
left_inferior_temporal_gyrus_posterior_division,19
left_middle_temporal_gyrus_anterior_division,19
left_middle_temporal_gyrus_posterior_division,19
left_middle_temporal_gyrus_temporooccipital_part,19
left_superior_temporal_gyrus_anterior_division,19
left_superior_temporal_gyrus_posterior_division,19
left_frontal_medial_cortex,20
right_frontal_medial_cortex,20
left_parietal_operculum_cortex,21
left_postcentral_gyrus,21
left_supramarginal_gyrus_anterior_division,21
right_postcentral_gyrus,21
right_precentral_gyrus,21
right_supplementary_motor_cortex,21
right_supramarginal_gyrus_anterior_division,21
left_subcallosal_cortex,22
left_caudate,23
right_caudate,23
