STRUCTURE,CLUSTER
left_amygdala,1
left_hippocampus,1
left_parahippocampal_gyrus_anterior_division,1
left_parahippocampal_gyrus_posterior_division,1
right_amygdala,1
right_hippocampus,1
right_parahippocampal_gyrus_anterior_division,1
right_parahippocampal_gyrus_posterior_division,1
right_temporal_fusiform_cortex_posterior_division,1
left_angular_gyrus,2
left_lateral_occipital_cortex_superior_division,2
left_postcentral_gyrus,2
left_superior_parietal_lobule,2
left_supramarginal_gyrus_anterior_division,2
left_supramarginal_gyrus_posterior_division,2
right_angular_gyrus,2
right_lateral_occipital_cortex_superior_division,2
right_postcentral_gyrus,2
right_superior_parietal_lobule,2
right_supramarginal_gyrus_anterior_division,2
right_supramarginal_gyrus_posterior_division,2
left_cingulate_gyrus_posterior_division,3
left_precuneous_cortex,3
right_cingulate_gyrus_posterior_division,3
right_inferior_temporal_gyrus_posterior_division,3
left_frontal_operculum_cortex,4
left_frontal_orbital_cortex,4
left_insular_cortex,4
left_paracingulate_gyrus,4
left_temporal_pole,4
right_frontal_operculum_cortex,4
right_frontal_orbital_cortex,4
right_inferior_frontal_gyrus_pars_triangularis,4
right_insular_cortex,4
right_temporal_pole,4
left_heschls_gyrus,5
left_parietal_operculum_cortex,5
left_planum_polare,5
left_planum_temporale,5
left_superior_temporal_gyrus_anterior_division,5
left_superior_temporal_gyrus_posterior_division,5
right_middle_temporal_gyrus_anterior_division,5
right_middle_temporal_gyrus_posterior_division,5
right_superior_temporal_gyrus_anterior_division,5
right_superior_temporal_gyrus_posterior_division,5
left_inferior_temporal_gyrus_posterior_division,6
left_inferior_temporal_gyrus_temporooccipital_part,6
left_middle_temporal_gyrus_posterior_division,6
left_middle_temporal_gyrus_temporooccipital_part,6
right_middle_temporal_gyrus_temporooccipital_part,6
left_cerebellar_crus,7
left_cerebellar_lobules,7
left_cerebellar_vermis,7
right_cerebellar_crus,7
right_cerebellar_lobules,7
right_cerebellar_vermis,7
right_inferior_temporal_gyrus_anterior_division,8
right_temporal_fusiform_cortex_anterior_division,8
left_frontal_pole,9
left_inferior_frontal_gyrus_pars_opercularis,9
left_inferior_frontal_gyrus_pars_triangularis,9
left_middle_frontal_gyrus,9
left_precentral_gyrus,9
left_superior_frontal_gyrus,9
left_supplementary_motor_cortex,9
right_inferior_frontal_gyrus_pars_opercularis,9
right_precentral_gyrus,9
left_accumbens,10
right_accumbens,10
left_caudate,11
left_pallidum,11
left_putamen,11
right_caudate,11
right_pallidum,11
right_putamen,11
left_brainstem,12
right_brainstem,12
left_lateral_occipital_cortex_inferior_division,13
left_lingual_gyrus,13
left_occipital_fusiform_gyrus,13
left_occipital_pole,13
left_temporal_fusiform_cortex_posterior_division,13
left_temporal_occipital_fusiform_cortex,13
right_inferior_temporal_gyrus_temporooccipital_part,13
right_lateral_occipital_cortex_inferior_division,13
right_occipital_fusiform_gyrus,13
right_occipital_pole,13
right_temporal_occipital_fusiform_cortex,13
left_frontal_medial_cortex,14
left_subcallosal_cortex,14
right_frontal_medial_cortex,14
right_subcallosal_cortex,14
left_inferior_temporal_gyrus_anterior_division,15
left_middle_temporal_gyrus_anterior_division,15
left_temporal_fusiform_cortex_anterior_division,15
left_cingulate_gyrus_anterior_division,16
left_thalamus,16
right_cingulate_gyrus_anterior_division,16
right_frontal_pole,16
right_middle_frontal_gyrus,16
right_paracingulate_gyrus,16
right_superior_frontal_gyrus,16
right_supplementary_motor_cortex,16
right_thalamus,16
left_cuneal_cortex,17
left_intracalcarine_cortex,17
left_supracalcarine_cortex,17
right_cuneal_cortex,17
right_intracalcarine_cortex,17
right_lingual_gyrus,17
right_precuneous_cortex,17
right_supracalcarine_cortex,17
left_central_opercular_cortex,18
right_central_opercular_cortex,18
right_heschls_gyrus,18
right_parietal_operculum_cortex,18
right_planum_polare,18
right_planum_temporale,18
