STRUCTURE,CLUSTER
left_inferior_temporal_gyrus_temporooccipital_part,1
left_lateral_occipital_cortex_inferior_division,1
left_occipital_fusiform_gyrus,1
left_occipital_pole,1
left_temporal_occipital_fusiform_cortex,1
right_inferior_temporal_gyrus_temporooccipital_part,1
right_lateral_occipital_cortex_inferior_division,1
right_occipital_fusiform_gyrus,1
right_occipital_pole,1
left_frontal_medial_cortex,2
left_subcallosal_cortex,2
right_frontal_medial_cortex,2
right_subcallosal_cortex,2
left_cingulate_gyrus_anterior_division,3
left_frontal_operculum_cortex,3
left_frontal_orbital_cortex,3
left_frontal_pole,3
left_inferior_frontal_gyrus_pars_opercularis,3
left_inferior_frontal_gyrus_pars_triangularis,3
left_middle_frontal_gyrus,3
left_paracingulate_gyrus,3
left_precentral_gyrus,3
left_superior_frontal_gyrus,3
left_supplementary_motor_cortex,3
right_frontal_pole,3
right_superior_frontal_gyrus,3
right_supplementary_motor_cortex,3
left_central_opercular_cortex,4
left_heschls_gyrus,4
left_parietal_operculum_cortex,4
left_planum_polare,4
left_planum_temporale,4
left_temporal_pole,4
right_central_opercular_cortex,4
right_heschls_gyrus,4
right_parietal_operculum_cortex,4
right_planum_polare,4
right_planum_temporale,4
right_superior_temporal_gyrus_anterior_division,4
right_superior_temporal_gyrus_posterior_division,4
left_cingulate_gyrus_posterior_division,5
left_cuneal_cortex,5
left_intracalcarine_cortex,5
left_lingual_gyrus,5
left_supracalcarine_cortex,5
left_temporal_fusiform_cortex_posterior_division,5
right_cingulate_gyrus_posterior_division,5
right_cuneal_cortex,5
right_intracalcarine_cortex,5
right_lingual_gyrus,5
right_supracalcarine_cortex,5
right_temporal_fusiform_cortex_posterior_division,5
right_temporal_occipital_fusiform_cortex,5
left_brainstem,6
left_insular_cortex,6
left_thalamus,6
right_brainstem,6
right_cingulate_gyrus_anterior_division,6
right_frontal_operculum_cortex,6
right_frontal_orbital_cortex,6
right_inferior_frontal_gyrus_pars_triangularis,6
right_insular_cortex,6
right_paracingulate_gyrus,6
right_temporal_pole,6
right_thalamus,6
left_angular_gyrus,7
left_lateral_occipital_cortex_superior_division,7
left_postcentral_gyrus,7
left_precuneous_cortex,7
left_superior_parietal_lobule,7
left_supramarginal_gyrus_anterior_division,7
left_supramarginal_gyrus_posterior_division,7
right_angular_gyrus,7
right_inferior_frontal_gyrus_pars_opercularis,7
right_lateral_occipital_cortex_superior_division,7
right_middle_frontal_gyrus,7
right_middle_temporal_gyrus_temporooccipital_part,7
right_postcentral_gyrus,7
right_precentral_gyrus,7
right_precuneous_cortex,7
right_superior_parietal_lobule,7
right_supramarginal_gyrus_anterior_division,7
right_supramarginal_gyrus_posterior_division,7
right_inferior_temporal_gyrus_anterior_division,8
right_inferior_temporal_gyrus_posterior_division,8
right_temporal_fusiform_cortex_anterior_division,8
left_middle_temporal_gyrus_anterior_division,9
left_superior_temporal_gyrus_anterior_division,9
right_middle_temporal_gyrus_anterior_division,9
left_accumbens,10
left_caudate,10
left_pallidum,10
left_putamen,10
right_accumbens,10
right_caudate,10
right_pallidum,10
right_putamen,10
left_cerebellar_crus,11
left_cerebellar_lobules,11
left_cerebellar_vermis,11
right_cerebellar_crus,11
right_cerebellar_lobules,11
right_cerebellar_vermis,11
left_inferior_temporal_gyrus_anterior_division,12
left_temporal_fusiform_cortex_anterior_division,12
left_amygdala,13
left_hippocampus,13
left_parahippocampal_gyrus_anterior_division,13
left_parahippocampal_gyrus_posterior_division,13
right_amygdala,13
right_hippocampus,13
right_parahippocampal_gyrus_anterior_division,13
right_parahippocampal_gyrus_posterior_division,13
left_inferior_temporal_gyrus_posterior_division,14
left_middle_temporal_gyrus_posterior_division,14
left_middle_temporal_gyrus_temporooccipital_part,14
left_superior_temporal_gyrus_posterior_division,14
right_middle_temporal_gyrus_posterior_division,14
