CLUSTER,TOKEN,R
1,reward,0.192628618561249
1,anticipation,0.1607874516486994
1,reward_processing,0.1517989207644641
1,reward_anticipation,0.1443911555530225
1,monetary_incentive_delay_task,0.1367930806250783
1,feedback,0.10642202145236626
1,instrumental_conditioning,0.0937430206999449
1,expectancy,0.09339930190690242
1,motor_control,0.09208087112729516
1,reinforcement_learning,0.08861986406005878
1,reward_learning,0.08857516745625743
1,arousal,0.08770053056240784
1,loss_anticipation,0.08334851372895061
1,pain,0.07718529644924986
1,heat,0.07586439493654293
1,painful_stimulation,0.07419616584592503
1,wanting,0.07380479253989047
1,taste,0.07373571032283868
1,addiction,0.07356679878443573
1,salience,0.07308325986488157
1,decision_making,0.07132832456564407
1,learning,0.06964986783556973
1,habit_learning,0.06962340758915159
1,nociception,0.06946062393041066
1,sexual_arousal,0.06637217258932265
2,episodic_memory,0.13766339807079217
2,memory,0.13472919866379862
2,remembering,0.1272168589331171
2,memory_retrieval,0.12592840948110948
2,retrieval,0.12424408951240282
2,autobiographical_memory,0.11423842413382967
2,prospection,0.10096537478534508
2,recall,0.09904998929379619
2,source_memory,0.09530862708159357
2,episodic_simulation,0.09511037477166973
2,visual_imagery,0.09468204884348683
2,encoding,0.09457333402326523
2,navigation,0.09027467145367671
2,recognition_memory,0.09023691184674724
2,spatial_memory,0.08498723642800987
2,mental_imagery,0.08377944007988677
2,theory_mind,0.08026210802135345
2,episodic_future_thinking,0.0781794140559136
2,familiarity,0.07698536379226986
2,thinking,0.07596345312177061
2,imagery,0.07481521703932292
2,thought,0.0744947284845347
2,memory_process,0.073329177042878
2,visual_attention,0.07186670067883498
2,longterm_memory,0.0713996223492728
3,motor_control,0.1551191099485446
3,movement,0.13521633112333356
3,motor_learning,0.1266691570858403
3,execution,0.12084851509524483
3,coordination,0.10047586478144317
3,motor_sequence_learning,0.09971697554321939
3,arm,0.0927676275581441
3,hand,0.08588235102088333
3,tapping_task,0.08393087771178262
3,motor_planning,0.08364893504386267
3,ataxia,0.07798816593243951
3,rest,0.0766623562666246
3,motor_activity,0.07450473637463811
3,skill_acquisition,0.07367122103566177
3,finger_tapping,0.07312194775042882
3,imagination,0.0726094969474034
3,skill,0.07033726608240704
3,imagery,0.0701718709404555
3,planning,0.0699866473159739
3,foot,0.0668321408348593
3,sequence_learning,0.06505687066606042
3,rehearsal,0.0649428157746694
3,visual_imagery,0.06262911447907032
3,covert,0.06215694289210563
3,motor_program,0.060287593403932985
4,speech,0.2532042755720654
4,speech_processing,0.2256198801950435
4,speech_perception,0.22547691935676906
4,listening,0.22260351573656484
4,hearing,0.21892255367899566
4,language,0.2158373778797189
4,language_processing,0.20314569979951805
4,syllable,0.17546769167791557
4,semantic_processing,0.16751737143981854
4,language_comprehension,0.16477711805659057
4,word,0.1557226936207925
4,speech_production,0.15454535734392993
4,semantics,0.15404546961949217
4,sentence_processing,0.14927807773041465
4,prosody,0.1477001880157674
4,passive_listening,0.14468254493091232
4,tone,0.14399072494171472
4,music,0.1431749716017111
4,auditory_perception,0.13858674819329592
4,syntax,0.13831718064265092
4,sentence_comprehension,0.1366143167830478
4,intonation,0.13220692407100426
4,meaning,0.131906593343178
4,melody,0.1279290367452659
4,phonology,0.12696787034203694
5,autonomic_nervous_system_function,0.08237640680808736
5,vection,0.07918235538291021
5,vestibular,0.0629806567457811
5,vestibular_stimulation,0.0589552999741553
5,episodic_recombination_paradigm,0.05780507703849975
5,smile_response,0.05780507703849897
5,motor_learning,0.043745017574222195
5,breathholding,0.04283351208766524
5,acupuncture,0.042615132552261924
5,heat,0.041791858681722055
5,foot,0.04083341496198504
5,visuospatial_sketch_pad,0.04050600718686887
5,hypercapnia,0.038903407009079224
5,pain,0.03872544056733029
5,vestibular_control,0.03833376295012564
5,ataxia,0.036885350425138644
5,leg,0.03673635337243284
5,circadian_rhythm,0.03504464868850156
5,rest_eye_open,0.033531417583375384
5,reentrant_processing,0.03352858179819794
5,coordination,0.033030086671456294
5,pain_sensation,0.03262181175623573
5,capsaicinevoked_pain,0.03210789889109969
5,forward_digit_span_task,0.03198761910587973
5,block_tapping_test,0.03198761910587972
6,hearing,0.20648641119913982
6,listening,0.19448911166526564
6,speech,0.19405172554904354
6,speech_perception,0.17442842305383882
6,speech_processing,0.17030074954268296
6,tone,0.16509580556813097
6,music,0.15123659179943758
6,melody,0.14422933202069518
6,passive_listening,0.14110546191105477
6,auditory_perception,0.13271181575222185
6,speech_production,0.12442935047181429
6,audition,0.12370150767906246
6,syllable,0.11664613418530119
6,painful_stimulation,0.11152259930512809
6,intonation,0.10944352571288654
6,pain,0.1091503243058924
6,prosody,0.10741121472954313
6,pitch_discrimination,0.10518490270743465
6,heat,0.10510539026208932
6,auditory_feedback,0.10449187714691287
6,perception,0.10128660344474383
6,language,0.10097159071658382
6,multisensory,0.09975952094005422
6,noise,0.09513502423221912
6,articulation,0.09463676687908848
7,tone_monitordiscrimination,0.06711376131137016
7,recitationrepetition,0.06711376131137016
7,reasoning_activity,0.05271231597249094
7,heat_sensation,0.050031334615844456
7,capsaicinevoked_pain,0.048279049383532516
7,auditory_temporal_discrimination_task,0.046550740865062695
7,rest_paradigm,0.04301880122611637
7,circadian_rhythm,0.03807971943215263
7,judging,0.037341949595910154
7,whyhow_task,0.03726883519819764
7,block_tapping_test,0.037268835198197556
7,forward_digit_span_task,0.03726883519819755
7,visual_pursuit,0.037002333706204156
7,episodic_simulation,0.03581251347319976
7,word_comprehension,0.03371506628373632
7,articulatory_rehearsal,0.03370893546123915
7,body_image_selfreflection_task,0.032915049304277216
7,intensity_somatosensory_stimulation,0.032915049304276786
7,adaptive_control,0.03217221751474819
7,source_memory,0.032073839897765986
7,paranoia,0.03168853587757706
7,coordination,0.03156606691727331
7,vection,0.030365405841797026
7,foot,0.03015226434491279
7,vestibular,0.029675648051438554
8,motor_control,0.07236367109650894
8,capsaicinevoked_pain,0.06152054797207737
8,motor_learning,0.06091503212231163
8,ataxia,0.056786554863432544
8,rest,0.05513532149981618
8,movement,0.05289035939833345
8,coordination,0.04975226006111108
8,heat,0.04641903577708797
8,leg,0.046151112058063215
8,execution,0.04493122579450444
8,arm,0.044216455472373246
8,synchrony_judgment_task,0.04346946895399501
8,recitationrepetition,0.04346946895399493
8,tone_monitordiscrimination,0.04346946895399493
8,somatosensory_system_function,0.04346946895399475
8,spatial_location_discrimination,0.04346946895399475
8,free_list,0.04346946895399473
8,episodic_recombination_paradigm,0.043469468953994686
8,nociception,0.04345782416545724
8,autism_diagnostic_interview_revised,0.042433381486302574
8,phonological_loop,0.04216447284246602
8,painful_stimulation,0.04096403093205058
8,isometric_force,0.04058997517186988
8,motor_activity,0.0391772374428401
8,spatial_discrimination,0.038973704749116586
9,fear,0.22885073264567085
9,emotion,0.22833678234444166
9,facial_expression,0.19920940584710917
9,valence,0.19280572113349442
9,arousal,0.1733192858975628
9,face,0.16009396715964702
9,emotional_memory,0.15133508377973975
9,memory,0.1512937357751733
9,emotional_expression,0.14640158801128902
9,negative_emotion,0.14356871591365966
9,declarative_memory,0.13975810890991686
9,anxiety,0.13806125674691871
9,sadness,0.1333838051442931
9,disgust,0.13317792246083943
9,anger,0.13306367598105603
9,picture,0.13255023959530593
9,international_affective_picture_system,0.13001043874940058
9,extinction,0.12614643957436322
9,recognition_memory,0.12503144718886564
9,episodic_memory,0.12367607494067012
9,recognition,0.11939791890187784
9,remembering,0.11894551861010015
9,emotion_perception,0.11392545266516478
9,emotion_regulation,0.113422555556183
9,explicit_knowledge,0.10875744442224305
10,execution,0.18549137793843087
10,hand,0.1558276442403041
10,working_memory,0.14959120843888374
10,manipulation,0.14237160426760564
10,movement,0.1372509875103307
10,rehearsal,0.13101407222927416
10,action,0.12951127036746943
10,attention,0.12723986363413597
10,spatial_attention,0.12505443673784947
10,grasping,0.12277278308396568
10,reaction_time,0.12167167015645142
10,representation,0.1198057184092653
10,covert,0.11850868248031111
10,grasp,0.1175113474085041
10,strategy,0.11706845461482294
10,response_selection,0.11652797790822883
10,monitoring,0.11588129265713029
10,planning,0.11170272092712119
10,mental_representation,0.11098009932996741
10,preparation,0.11013295005524612
10,intention,0.10745728517643469
10,spatial_working_memory,0.10680850284885647
10,motor_planning,0.1061598725526216
10,goal,0.10603545596108388
10,motor_control,0.1056511729151336
11,reward,0.1886131325759381
11,reward_processing,0.15082657981725534
11,valence,0.1284561078759908
11,reward_anticipation,0.12408082484198567
11,decision_making,0.12362583678878211
11,autobiographical_memory,0.11168718526489516
11,arousal,0.10719915702315416
11,emotion,0.10658048380656376
11,anticipation,0.10170655797323422
11,social_cognition,0.09807467350130622
11,reward_learning,0.09421152118012621
11,salience,0.09411973031955329
11,prospection,0.09214314451457911
11,mood,0.09166647084889926
11,intertemporal_choice,0.09072999959349834
11,theory_mind,0.08911233109662835
11,expectancy,0.08735007563453093
11,negative_emotion,0.08589874392085789
11,episodic_simulation,0.08584553596280556
11,taste,0.08197957833676164
11,sadness,0.08122599835317965
11,emotion_regulation,0.07968787135572444
11,personality,0.07881239390400371
11,addiction,0.07627996632138914
11,food,0.07220536100938675
12,monitoring,0.13577043021452911
12,cognitive_control,0.12082513183401539
12,arousal,0.11845781548872582
12,decision_making,0.11232327775942727
12,reaction_time,0.10981917621266608
12,error_detection,0.10844406103906251
12,cognitive_process,0.1076972303690976
12,response_selection,0.1021487422154358
12,working_memory,0.1007797815922516
12,anticipation,0.100764465015817
12,valence,0.10057488667517818
12,strategy,0.0998535596944515
12,cognitive,0.09853601131909034
12,manipulation,0.0944900224928684
12,context,0.09413084899168539
12,decision,0.08951425568553659
12,goal,0.08897619807008514
12,task_set,0.08827999837000883
12,retrieval,0.08784365428073723
12,reward,0.08677988980334095
12,salience,0.08676502724152531
12,expectancy,0.08643095429709186
12,emotion,0.0862026281549863
12,response_inhibition,0.0857088671308249
12,judgment,0.08317514431686382
13,implicit_association_task,0.06988424996915386
13,vection,0.06222626408059588
13,visual_pursuit,0.058493036921168695
13,stroop_task_paradigm,0.05775824714171037
13,induced_panic,0.05775824714171029
13,free_list,0.0506303312540193
13,thinknothink_task,0.04940784690059386
13,communication_function,0.04364405453643472
13,vestibular,0.04245491090143101
13,music_production,0.040673500362344205
13,vestibular_stimulation,0.038170313327723984
13,film_clip,0.03646838282239524
13,ataxia,0.036249190524866935
13,oddeven_task,0.03596012273874931
13,feature_comparison,0.03543180871638714
