CLUSTER,TOKEN,R,ROC_AUC
1,reward,0.1800493383262851,0.6548662750495978
1,valence,0.15307834331521994,0.6548662750495978
1,reward_processing,0.1418680501451186,0.6548662750495978
1,memory,0.14186731541701206,0.6548662750495978
1,arousal,0.14103107742024368,0.6548662750495978
1,emotion,0.13993781422894286,0.6548662750495978
1,fear,0.13356619439673756,0.6548662750495978
1,anticipation,0.12898379373369506,0.6548662750495978
1,reward_anticipation,0.12785102390121098,0.6548662750495978
1,declarative_memory,0.1269367703508792,0.6548662750495978
1,episodic_memory,0.11614273252048672,0.6548662750495978
1,remembering,0.1154753526339526,0.6548662750495978
1,emotional_memory,0.11254848093053192,0.6548662750495978
1,recognition_memory,0.1095886564778696,0.6548662750495978
1,facial_expression,0.1067428394650764,0.6548662750495978
1,salience,0.10630908218885916,0.6548662750495978
1,autobiographical_memory,0.10602611184171376,0.6548662750495978
1,monetary_incentive_delay_task,0.10553624852272203,0.6548662750495978
1,episodic_simulation,0.10507745276344843,0.6548662750495978
2,manipulation,0.12584085728623828,0.6232026674856773
2,retrieval,0.12096372103726072,0.6232026674856773
2,reaction_time,0.1199871218697182,0.6232026674856773
2,covert,0.11262615308895825,0.6232026674856773
2,strategy,0.11246866163348668,0.6232026674856773
2,monitoring,0.10631117324247644,0.6232026674856773
2,memory,0.1059698541007114,0.6232026674856773
2,goal,0.1057320287742517,0.6232026674856773
2,cognitive_process,0.1055969755449352,0.6232026674856773
2,execution,0.10459261413221684,0.6232026674856773
2,attention,0.10328462067624024,0.6232026674856773
2,rehearsal,0.10273236862216266,0.6232026674856773
2,remembering,0.10168444588395917,0.6232026674856773
2,working_memory,0.09920697538732658,0.6232026674856773
2,familiarity,0.09727086201229633,0.6232026674856773
2,word,0.09384831501732754,0.6232026674856773
2,judgment,0.09317434423383007,0.6232026674856773
2,spatial_attention,0.09119451545650914,0.6232026674856773
2,context,0.09034459858180574,0.6232026674856773
2,memory_retrieval,0.09025530963977088,0.6232026674856773
2,encoding,0.08875141825381888,0.6232026674856773
2,visual_attention,0.08762049653364648,0.6232026674856773
2,imagination,0.0875895990393146,0.6232026674856773
2,representation,0.08683124129399357,0.6232026674856773
3,motor_control,0.13566361930151233,0.5955553655435015
3,motor_learning,0.11253841286965544,0.5955553655435015
3,movement,0.11042282264836456,0.5955553655435015
3,ataxia,0.10170271406309622,0.5955553655435015
3,coordination,0.09438199910721776,0.5955553655435015
4,speech,0.2490599801219003,0.6564888143815277
4,hearing,0.2389018541545655,0.6564888143815277
4,listening,0.23350221216111802,0.6564888143815277
4,speech_perception,0.2227765484452818,0.6564888143815277
4,speech_processing,0.2203378381459752,0.6564888143815277
