CLUSTER,TOKEN,R
1,reward,0.26953599060380995
1,reward_processing,0.215336201614851
1,reward_anticipation,0.20080234679984016
1,anticipation,0.1494180807277698
1,decision_making,0.14845487577147048
1,reward_learning,0.13825570969598616
1,valence,0.1359051973742492
1,monetary_incentive_delay_task,0.1298176553374385
1,expectancy,0.12017851703474136
1,instrumental_conditioning,0.11651807358660156
1,salience,0.11447419395654392
1,addiction,0.11220312202008996
1,arousal,0.10925371869111837
1,reinforcement_learning,0.10548212015684116
1,taste,0.10370120817276281
1,gambling,0.10269616751062713
1,intertemporal_choice,0.10189711584111955
1,loss,0.09990564331151472
1,loss_aversion,0.09626718464503936
1,loss_anticipation,0.09364790549047132
1,anhedonia,0.08882337711888127
1,food,0.08841089306972344
1,emotion,0.0876924685952361
1,autobiographical_memory,0.08652013995207788
1,feedback,0.0860919014193946
2,motor_control,0.15467015404342796
2,movement,0.13729830493594247
2,motor_learning,0.12788716271085637
2,execution,0.12286513281756467
2,coordination,0.10062663991079732
2,motor_sequence_learning,0.09972112154488219
2,arm,0.09320514434912691
2,hand,0.08926563772049109
2,tapping_task,0.08603790728372473
2,motor_planning,0.08286908288262577
2,ataxia,0.07758011965991185
2,finger_tapping,0.07563707759406224
2,motor_activity,0.07482831730821025
2,rest,0.0744419744353142
2,imagery,0.07295893564297545
2,skill_acquisition,0.07146651621619667
2,imagination,0.07095197218390885
2,planning,0.07053315545461067
2,skill,0.07015455638408252
2,foot,0.06973735026401046
2,rehearsal,0.06770361290605544
2,visual_imagery,0.06489001895430199
2,sequence_learning,0.06442008466191346
2,covert,0.06397728819582499
2,phonological_loop,0.06144166211220457
3,hearing,0.21462310672988716
3,speech,0.20372741960206622
3,listening,0.20305746107452008
3,speech_perception,0.18494090287047976
3,speech_processing,0.18040217813703424
3,tone,0.1726592831878996
3,music,0.15652689360252164
3,melody,0.14893709730419322
3,passive_listening,0.14623906016468083
3,auditory_perception,0.13864956385551752
3,speech_production,0.13048535761174987
3,audition,0.12839529565355814
3,syllable,0.12518650181186336
3,intonation,0.11404797105069599
3,prosody,0.11344879535395166
3,language,0.10991337513139937
3,pitch_discrimination,0.10925740975088633
3,painful_stimulation,0.10680996860173747
3,perception,0.10622959942521618
3,auditory_feedback,0.1060194083420962
3,pain,0.10272670195032019
3,multisensory,0.10145138725141081
3,noise,0.09813352128393363
3,articulation,0.09792624315648814
3,heat,0.09748837410855433
4,reward,0.14925515086647223
4,anticipation,0.146086273213395
4,arousal,0.1274288694756811
4,monitoring,0.11668573726490718
4,decision_making,0.11524199661114556
4,reward_processing,0.11422288210561476
4,expectancy,0.1043237071493745
4,valence,0.10235567103143234
4,reward_anticipation,0.10146633078399706
4,pain,0.09843566019007821
4,salience,0.09778862618852785
4,error_detection,0.09474983559341821
