CLUSTER,TOKEN,R,ROC_AUC
1,execution,0.17343063370050624,0.6243408418271568
1,working_memory,0.1505915574166219,0.6243408418271568
1,manipulation,0.1440059468246206,0.6243408418271568
1,hand,0.13958624163365724,0.6243408418271568
1,rehearsal,0.12967074248084318,0.6243408418271568
1,attention,0.1262879168749979,0.6243408418271568
1,reaction_time,0.12583740443932556,0.6243408418271568
1,action,0.12442635885750293,0.6243408418271568
1,spatial_attention,0.12299419135066107,0.6243408418271568
1,movement,0.12067587283942426,0.6243408418271568
1,strategy,0.11873567213123988,0.6243408418271568
1,covert,0.11806607801305576,0.6243408418271568
1,monitoring,0.11680363566835332,0.6243408418271568
1,grasping,0.11501168499567507,0.6243408418271568
1,representation,0.11483364768635383,0.6243408418271568
1,response_selection,0.11466744588544188,0.6243408418271568
1,cognitive_process,0.11029217806641936,0.6243408418271568
1,grasp,0.10976123432134648,0.6243408418271568
2,memory,0.20714497878541652,0.6405255782406567
2,episodic_memory,0.18369279155180931,0.6405255782406567
2,declarative_memory,0.16941678739836452,0.6405255782406567
2,recognition_memory,0.16739909216976862,0.6405255782406567
2,retrieval,0.16481085841727827,0.6405255782406567
2,remembering,0.16363932489509422,0.6405255782406567
2,encoding,0.15104642377138855,0.6405255782406567
2,recognition,0.1492543655245313,0.6405255782406567
2,recall,0.13857451851933436,0.6405255782406567
2,familiarity,0.1322708525036917,0.6405255782406567
2,source_memory,0.1243729742348066,0.6405255782406567
2,memory_process,0.12353213450327324,0.6405255782406567
2,encoding_task,0.1235182497751768,0.6405255782406567
2,autobiographical_memory,0.1225573486430509,0.6405255782406567
2,episodic_simulation,0.121320732522004,0.6405255782406567
2,semantic_memory,0.12109271047324167,0.6405255782406567
2,spatial_memory,0.118878253036368,0.6405255782406567
2,picture,0.11838431807640112,0.6405255782406567
2,forgetting,0.11426153201949535,0.6405255782406567
2,emotional_memory,0.11207311714545834,0.6405255782406567
2,memory_retrieval,0.10921360512502466,0.6405255782406567
2,remote_memory,0.10866557648024433,0.6405255782406567
2,longterm_memory,0.10779685298402827,0.6405255782406567
2,cognitive_map,0.10730233189089612,0.6405255782406567
3,motor_control,0.1502206604546238,0.585919525186831
3,movement,0.13020696013703642,0.585919525186831
3,motor_learning,0.12363145396645575,0.585919525186831
3,execution,0.12177763522612504,0.585919525186831
3,coordination,0.0977964485226166,0.585919525186831
3,motor_sequence_learning,0.09071493644683133,0.585919525186831
4,articulatory_rehearsal,0.05241305263232282,0.5319082315012793
4,foot,0.04737234994327416,0.5319082315012793
4,coordination,0.046221160444970766,0.5319082315012793
4,vection,0.046103365675227284,0.5319082315012793
4,ataxia,0.045415936041395814,0.5319082315012793
4,drawing_paradigm,0.04523987630015882,0.5319082315012793
4,auditory_temporal_discrimination_task,0.04523987630015807,0.5319082315012793
4,motor_control,0.044296767010791036,0.5319082315012793
5,monitoring,0.13048931793446586,0.612849259480768
5,arousal,0.12527255445577368,0.612849259480768
5,decision_making,0.11682290089727396,0.612849259480768
5,anticipation,0.1102936389420937,0.612849259480768
5,reward,0.10830270934942456,0.612849259480768
5,valence,0.10457663336179518,0.612849259480768
5,cognitive_control,0.10273076615238903,0.612849259480768
5,error_detection,0.098083239753161,0.612849259480768
5,salience,0.09680481360794846,0.612849259480768
5,reaction_time,0.09599638249733301,0.612849259480768
5,cognitive_process,0.0937180160809394,0.612849259480768
5,decision,0.09182941924871932,0.612849259480768
5,strategy,0.09106334253095684,0.612849259480768
5,autobiographical_memory,0.08965376023626292,0.612849259480768
5,pain,0.08919706541659092,0.612849259480768
5,cognitive,0.08906763757570965,0.612849259480768
5,goal,0.08799158652805569,0.612849259480768
5,expectancy,0.08789453510436718,0.612849259480768
5,response_selection,0.08638064708695364,0.612849259480768
5,remembering,0.08592464753074414,0.612849259480768
5,context,0.08585033319630536,0.612849259480768
5,retrieval,0.08366708063022787,0.612849259480768
5,emotion,0.08342929386231608,0.612849259480768
5,interoception,0.08172246128069308,0.612849259480768
