STRUCTURE,CLUSTER
left_accumbens,1
left_frontal_medial_cortex,1
left_subcallosal_cortex,1
right_accumbens,1
right_frontal_medial_cortex,1
right_subcallosal_cortex,1
left_crus_i,2
left_iiv,2
left_v,2
left_vermis_crus_i,2
left_vermis_crus_ii,2
left_vermis_vi,2
left_vi,2
right_crus_i,2
right_crus_ii,2
right_iiv,2
right_v,2
right_vermis_crus_i,2
right_vermis_crus_ii,2
right_vermis_vi,2
right_vi,2
left_central_opercular_cortex,3
left_heschls_gyrus,3
left_parietal_operculum_cortex,3
left_planum_polare,3
left_planum_temporale,3
right_central_opercular_cortex,3
right_heschls_gyrus,3
right_parietal_operculum_cortex,3
right_planum_polare,3
right_planum_temporale,3
right_superior_temporal_gyrus_posterior_division,3
left_brainstem,4
left_caudate,4
left_cingulate_gyrus_anterior_division,4
left_frontal_operculum_cortex,4
left_frontal_orbital_cortex,4
left_frontal_pole,4
left_insular_cortex,4
left_pallidum,4
left_paracingulate_gyrus,4
left_putamen,4
left_thalamus,4
right_brainstem,4
right_caudate,4
right_cingulate_gyrus_anterior_division,4
right_frontal_operculum_cortex,4
right_frontal_orbital_cortex,4
right_frontal_pole,4
right_inferior_frontal_gyrus_pars_triangularis,4
right_insular_cortex,4
right_pallidum,4
right_paracingulate_gyrus,4
right_putamen,4
right_temporal_pole,4
right_thalamus,4
left_inferior_temporal_gyrus_posterior_division,5
left_inferior_temporal_gyrus_temporooccipital_part,5
left_lateral_occipital_cortex_inferior_division,5
left_lingual_gyrus,5
left_middle_temporal_gyrus_temporooccipital_part,5
left_occipital_fusiform_gyrus,5
left_occipital_pole,5
left_temporal_fusiform_cortex_posterior_division,5
left_temporal_occipital_fusiform_cortex,5
right_inferior_temporal_gyrus_temporooccipital_part,5
right_lateral_occipital_cortex_inferior_division,5
right_middle_temporal_gyrus_temporooccipital_part,5
right_occipital_fusiform_gyrus,5
right_occipital_pole,5
right_temporal_occipital_fusiform_cortex,5
left_cingulate_gyrus_posterior_division,6
left_cuneal_cortex,6
left_intracalcarine_cortex,6
left_precuneous_cortex,6
left_supracalcarine_cortex,6
right_cingulate_gyrus_posterior_division,6
right_cuneal_cortex,6
right_intracalcarine_cortex,6
right_lingual_gyrus,6
right_precuneous_cortex,6
right_supracalcarine_cortex,6
left_amygdala,7
left_hippocampus,7
left_parahippocampal_gyrus_anterior_division,7
left_parahippocampal_gyrus_posterior_division,7
left_temporal_fusiform_cortex_anterior_division,7
right_amygdala,7
right_hippocampus,7
right_inferior_temporal_gyrus_anterior_division,7
right_inferior_temporal_gyrus_posterior_division,7
right_parahippocampal_gyrus_anterior_division,7
right_parahippocampal_gyrus_posterior_division,7
right_temporal_fusiform_cortex_anterior_division,7
right_temporal_fusiform_cortex_posterior_division,7
left_angular_gyrus,8
left_inferior_frontal_gyrus_pars_opercularis,8
left_inferior_frontal_gyrus_pars_triangularis,8
left_lateral_occipital_cortex_superior_division,8
left_middle_frontal_gyrus,8
left_postcentral_gyrus,8
left_precentral_gyrus,8
left_superior_frontal_gyrus,8
left_superior_parietal_lobule,8
left_supplementary_motor_cortex,8
left_supramarginal_gyrus_anterior_division,8
left_supramarginal_gyrus_posterior_division,8
right_angular_gyrus,8
right_inferior_frontal_gyrus_pars_opercularis,8
right_lateral_occipital_cortex_superior_division,8
right_middle_frontal_gyrus,8
right_postcentral_gyrus,8
right_precentral_gyrus,8
right_superior_frontal_gyrus,8
right_superior_parietal_lobule,8
right_supplementary_motor_cortex,8
right_supramarginal_gyrus_anterior_division,8
right_supramarginal_gyrus_posterior_division,8
right_vermis_ix,9
right_vermis_viiia,9
right_vermis_viiib,9
right_vermis_x,9
left_crus_ii,10
left_viib,10
left_viiia,10
left_ix,11
left_viiib,11
left_x,11
right_ix,11
right_vermis_viib,11
right_viib,11
right_viiia,11
right_viiib,11
right_x,11
left_inferior_temporal_gyrus_anterior_division,12
left_middle_temporal_gyrus_anterior_division,12
left_middle_temporal_gyrus_posterior_division,12
left_superior_temporal_gyrus_anterior_division,12
left_superior_temporal_gyrus_posterior_division,12
left_temporal_pole,12
right_middle_temporal_gyrus_anterior_division,12
right_middle_temporal_gyrus_posterior_division,12
right_superior_temporal_gyrus_anterior_division,12
left_vermis_ix,13
left_vermis_viib,13
left_vermis_viiia,13
left_vermis_viiib,13
left_vermis_x,13
