STRUCTURE,CLUSTER
left_central_opercular_cortex,1
left_heschls_gyrus,1
left_middle_temporal_gyrus_anterior_division,1
left_middle_temporal_gyrus_posterior_division,1
left_parietal_operculum_cortex,1
left_planum_polare,1
left_planum_temporale,1
left_superior_temporal_gyrus_anterior_division,1
left_superior_temporal_gyrus_posterior_division,1
left_temporal_pole,1
right_central_opercular_cortex,1
right_heschls_gyrus,1
right_middle_temporal_gyrus_anterior_division,1
right_middle_temporal_gyrus_posterior_division,1
right_parietal_operculum_cortex,1
right_planum_polare,1
right_planum_temporale,1
right_superior_temporal_gyrus_anterior_division,1
right_superior_temporal_gyrus_posterior_division,1
left_angular_gyrus,2
left_crus_i,2
left_cuneal_cortex,2
left_inferior_frontal_gyrus_pars_opercularis,2
left_inferior_temporal_gyrus_temporooccipital_part,2
left_intracalcarine_cortex,2
left_lateral_occipital_cortex_inferior_division,2
left_lateral_occipital_cortex_superior_division,2
left_lingual_gyrus,2
left_middle_frontal_gyrus,2
left_middle_temporal_gyrus_temporooccipital_part,2
left_occipital_fusiform_gyrus,2
left_occipital_pole,2
left_postcentral_gyrus,2
left_precentral_gyrus,2
left_precuneous_cortex,2
left_superior_frontal_gyrus,2
left_superior_parietal_lobule,2
left_supplementary_motor_cortex,2
left_supracalcarine_cortex,2
left_supramarginal_gyrus_anterior_division,2
left_supramarginal_gyrus_posterior_division,2
left_temporal_occipital_fusiform_cortex,2
left_v,2
left_vi,2
right_angular_gyrus,2
right_crus_i,2
right_cuneal_cortex,2
right_inferior_frontal_gyrus_pars_opercularis,2
right_inferior_temporal_gyrus_temporooccipital_part,2
right_intracalcarine_cortex,2
right_lateral_occipital_cortex_inferior_division,2
right_lateral_occipital_cortex_superior_division,2
right_lingual_gyrus,2
right_middle_frontal_gyrus,2
right_middle_temporal_gyrus_temporooccipital_part,2
right_occipital_fusiform_gyrus,2
right_occipital_pole,2
right_postcentral_gyrus,2
right_precentral_gyrus,2
right_precuneous_cortex,2
right_superior_parietal_lobule,2
right_supplementary_motor_cortex,2
right_supracalcarine_cortex,2
right_supramarginal_gyrus_anterior_division,2
right_supramarginal_gyrus_posterior_division,2
right_temporal_occipital_fusiform_cortex,2
right_v,2
right_vi,2
left_crus_ii,3
left_iiv,3
left_ix,3
left_vermis_crus_i,3
left_vermis_crus_ii,3
left_vermis_ix,3
left_vermis_vi,3
left_vermis_viib,3
left_vermis_viiia,3
left_vermis_viiib,3
left_vermis_x,3
left_viib,3
left_viiia,3
left_viiib,3
left_x,3
right_crus_ii,3
right_iiv,3
right_ix,3
right_vermis_crus_i,3
right_vermis_crus_ii,3
right_vermis_ix,3
right_vermis_vi,3
right_vermis_viib,3
right_vermis_viiia,3
right_vermis_viiib,3
right_vermis_x,3
right_viib,3
right_viiia,3
right_viiib,3
right_x,3
left_accumbens,4
left_frontal_medial_cortex,4
left_subcallosal_cortex,4
right_accumbens,4
right_frontal_medial_cortex,4
right_subcallosal_cortex,4
left_amygdala,5
left_brainstem,5
left_hippocampus,5
left_inferior_temporal_gyrus_anterior_division,5
left_inferior_temporal_gyrus_posterior_division,5
left_parahippocampal_gyrus_anterior_division,5
left_parahippocampal_gyrus_posterior_division,5
left_temporal_fusiform_cortex_anterior_division,5
left_temporal_fusiform_cortex_posterior_division,5
right_amygdala,5
right_brainstem,5
right_hippocampus,5
right_inferior_temporal_gyrus_anterior_division,5
right_inferior_temporal_gyrus_posterior_division,5
right_parahippocampal_gyrus_anterior_division,5
right_parahippocampal_gyrus_posterior_division,5
right_temporal_fusiform_cortex_anterior_division,5
right_temporal_fusiform_cortex_posterior_division,5
left_caudate,6
left_cingulate_gyrus_anterior_division,6
left_cingulate_gyrus_posterior_division,6
left_frontal_operculum_cortex,6
left_frontal_orbital_cortex,6
left_frontal_pole,6
left_inferior_frontal_gyrus_pars_triangularis,6
left_insular_cortex,6
left_pallidum,6
left_paracingulate_gyrus,6
left_putamen,6
left_thalamus,6
right_caudate,6
right_cingulate_gyrus_anterior_division,6
right_cingulate_gyrus_posterior_division,6
right_frontal_operculum_cortex,6
right_frontal_orbital_cortex,6
right_frontal_pole,6
right_inferior_frontal_gyrus_pars_triangularis,6
right_insular_cortex,6
right_pallidum,6
right_paracingulate_gyrus,6
right_putamen,6
right_superior_frontal_gyrus,6
right_temporal_pole,6
right_thalamus,6
