STRUCTURE,CLUSTER
left_inferior_temporal_gyrus_anterior_division,1
left_inferior_temporal_gyrus_posterior_division,1
left_parahippocampal_gyrus_posterior_division,1
left_temporal_fusiform_cortex_anterior_division,1
left_temporal_fusiform_cortex_posterior_division,1
right_inferior_temporal_gyrus_anterior_division,1
right_inferior_temporal_gyrus_posterior_division,1
right_parahippocampal_gyrus_posterior_division,1
right_temporal_fusiform_cortex_anterior_division,1
right_temporal_fusiform_cortex_posterior_division,1
left_crus_i,2
left_crus_ii,2
left_iiv,2
left_v,2
left_vermis_crus_i,2
left_vermis_crus_ii,2
left_vermis_vi,2
left_vermis_x,2
left_vi,2
right_crus_i,2
right_crus_ii,2
right_iiv,2
right_v,2
right_vermis_x,2
right_vi,2
left_central_opercular_cortex,3
left_heschls_gyrus,3
left_middle_temporal_gyrus_anterior_division,3
left_middle_temporal_gyrus_posterior_division,3
left_parietal_operculum_cortex,3
left_planum_polare,3
left_planum_temporale,3
left_superior_temporal_gyrus_anterior_division,3
left_superior_temporal_gyrus_posterior_division,3
left_temporal_pole,3
right_central_opercular_cortex,3
right_heschls_gyrus,3
right_middle_temporal_gyrus_anterior_division,3
right_middle_temporal_gyrus_posterior_division,3
right_parietal_operculum_cortex,3
right_planum_polare,3
right_planum_temporale,3
right_superior_temporal_gyrus_anterior_division,3
right_superior_temporal_gyrus_posterior_division,3
left_brainstem,4
left_caudate,4
left_cingulate_gyrus_anterior_division,4
left_insular_cortex,4
left_pallidum,4
left_putamen,4
left_thalamus,4
right_accumbens,4
right_brainstem,4
right_caudate,4
right_cingulate_gyrus_anterior_division,4
right_frontal_operculum_cortex,4
right_frontal_orbital_cortex,4
right_insular_cortex,4
right_pallidum,4
right_putamen,4
right_temporal_pole,4
right_thalamus,4
left_ix,5
left_viib,5
left_viiia,5
left_viiib,5
left_x,5
right_ix,5
right_viib,5
right_viiia,5
right_viiib,5
right_x,5
left_cuneal_cortex,6
left_inferior_temporal_gyrus_temporooccipital_part,6
left_intracalcarine_cortex,6
left_lateral_occipital_cortex_inferior_division,6
left_lingual_gyrus,6
left_middle_temporal_gyrus_temporooccipital_part,6
left_occipital_fusiform_gyrus,6
left_occipital_pole,6
left_supracalcarine_cortex,6
left_temporal_occipital_fusiform_cortex,6
right_cuneal_cortex,6
right_inferior_temporal_gyrus_temporooccipital_part,6
right_intracalcarine_cortex,6
right_lateral_occipital_cortex_inferior_division,6
right_lingual_gyrus,6
right_middle_temporal_gyrus_temporooccipital_part,6
right_occipital_fusiform_gyrus,6
right_occipital_pole,6
right_supracalcarine_cortex,6
right_temporal_occipital_fusiform_cortex,6
right_vermis_ix,7
right_vermis_viiia,7
right_vermis_viiib,7
left_vermis_ix,8
left_vermis_viib,8
left_vermis_viiia,8
left_vermis_viiib,8
left_accumbens,9
left_amygdala,9
left_frontal_medial_cortex,9
left_hippocampus,9
left_parahippocampal_gyrus_anterior_division,9
left_subcallosal_cortex,9
right_amygdala,9
right_frontal_medial_cortex,9
right_hippocampus,9
right_parahippocampal_gyrus_anterior_division,9
right_subcallosal_cortex,9
right_vermis_crus_i,10
right_vermis_crus_ii,10
right_vermis_vi,10
right_vermis_viib,10
left_angular_gyrus,11
left_cingulate_gyrus_posterior_division,11
left_frontal_operculum_cortex,11
left_frontal_orbital_cortex,11
left_frontal_pole,11
left_inferior_frontal_gyrus_pars_opercularis,11
left_inferior_frontal_gyrus_pars_triangularis,11
left_lateral_occipital_cortex_superior_division,11
left_middle_frontal_gyrus,11
left_paracingulate_gyrus,11
left_postcentral_gyrus,11
left_precentral_gyrus,11
left_precuneous_cortex,11
left_superior_frontal_gyrus,11
left_superior_parietal_lobule,11
left_supplementary_motor_cortex,11
left_supramarginal_gyrus_anterior_division,11
left_supramarginal_gyrus_posterior_division,11
right_angular_gyrus,11
right_cingulate_gyrus_posterior_division,11
right_frontal_pole,11
right_inferior_frontal_gyrus_pars_opercularis,11
right_inferior_frontal_gyrus_pars_triangularis,11
right_lateral_occipital_cortex_superior_division,11
right_middle_frontal_gyrus,11
right_paracingulate_gyrus,11
right_postcentral_gyrus,11
right_precentral_gyrus,11
right_precuneous_cortex,11
right_superior_frontal_gyrus,11
right_superior_parietal_lobule,11
right_supplementary_motor_cortex,11
right_supramarginal_gyrus_anterior_division,11
right_supramarginal_gyrus_posterior_division,11
