STRUCTURE,CLUSTER
left_ix,1
left_vermis_ix,1
left_vermis_viiib,1
left_vermis_x,1
left_x,1
right_ix,1
right_viiib,1
right_x,1
left_cingulate_gyrus_posterior_division,2
left_cuneal_cortex,2
left_intracalcarine_cortex,2
left_lingual_gyrus,2
left_occipital_pole,2
left_supracalcarine_cortex,2
right_cingulate_gyrus_posterior_division,2
right_cuneal_cortex,2
right_intracalcarine_cortex,2
right_lateral_occipital_cortex_inferior_division,2
right_lingual_gyrus,2
right_occipital_fusiform_gyrus,2
right_occipital_pole,2
right_precuneous_cortex,2
right_supracalcarine_cortex,2
right_temporal_occipital_fusiform_cortex,2
left_amygdala,3
left_parahippocampal_gyrus_anterior_division,3
right_amygdala,3
right_hippocampus,3
right_parahippocampal_gyrus_anterior_division,3
left_central_opercular_cortex,4
left_heschls_gyrus,4
left_parietal_operculum_cortex,4
left_planum_polare,4
left_planum_temporale,4
right_central_opercular_cortex,4
right_heschls_gyrus,4
right_parietal_operculum_cortex,4
right_planum_polare,4
right_planum_temporale,4
right_superior_temporal_gyrus_posterior_division,4
left_brainstem,5
left_cingulate_gyrus_anterior_division,5
left_frontal_operculum_cortex,5
left_frontal_orbital_cortex,5
left_frontal_pole,5
left_insular_cortex,5
left_paracingulate_gyrus,5
left_thalamus,5
right_brainstem,5
right_cingulate_gyrus_anterior_division,5
right_frontal_operculum_cortex,5
right_frontal_orbital_cortex,5
right_frontal_pole,5
right_inferior_frontal_gyrus_pars_triangularis,5
right_insular_cortex,5
right_paracingulate_gyrus,5
right_temporal_pole,5
right_thalamus,5
right_vermis_x,5
left_inferior_temporal_gyrus_anterior_division,6
left_middle_temporal_gyrus_anterior_division,6
left_middle_temporal_gyrus_posterior_division,6
left_superior_temporal_gyrus_anterior_division,6
left_superior_temporal_gyrus_posterior_division,6
left_temporal_pole,6
right_middle_temporal_gyrus_anterior_division,6
right_middle_temporal_gyrus_posterior_division,6
right_superior_temporal_gyrus_anterior_division,6
left_crus_i,7
left_iiv,7
left_v,7
left_vi,7
left_postcentral_gyrus,8
left_superior_parietal_lobule,8
left_supplementary_motor_cortex,8
left_supramarginal_gyrus_anterior_division,8
right_postcentral_gyrus,8
right_precentral_gyrus,8
right_superior_parietal_lobule,8
right_supplementary_motor_cortex,8
right_supramarginal_gyrus_anterior_division,8
right_supramarginal_gyrus_posterior_division,8
left_angular_gyrus,9
left_inferior_frontal_gyrus_pars_opercularis,9
left_inferior_frontal_gyrus_pars_triangularis,9
left_lateral_occipital_cortex_superior_division,9
left_middle_frontal_gyrus,9
left_precentral_gyrus,9
left_precuneous_cortex,9
left_superior_frontal_gyrus,9
left_supramarginal_gyrus_posterior_division,9
right_angular_gyrus,9
right_inferior_frontal_gyrus_pars_opercularis,9
right_lateral_occipital_cortex_superior_division,9
right_middle_frontal_gyrus,9
right_middle_temporal_gyrus_temporooccipital_part,9
right_superior_frontal_gyrus,9
left_viiia,10
left_viiib,10
right_viib,10
right_viiia,10
right_vermis_ix,11
right_vermis_viib,11
right_vermis_viiia,11
right_vermis_viiib,11
right_vermis_crus_i,12
right_vermis_crus_ii,12
right_crus_i,13
right_crus_ii,13
right_iiv,13
right_v,13
right_vermis_vi,13
right_vi,13
left_caudate,14
left_pallidum,14
left_putamen,14
right_accumbens,14
right_caudate,14
right_pallidum,14
right_putamen,14
left_accumbens,15
left_frontal_medial_cortex,15
left_subcallosal_cortex,15
right_frontal_medial_cortex,15
right_subcallosal_cortex,15
left_inferior_temporal_gyrus_posterior_division,16
left_inferior_temporal_gyrus_temporooccipital_part,16
left_lateral_occipital_cortex_inferior_division,16
left_middle_temporal_gyrus_temporooccipital_part,16
left_occipital_fusiform_gyrus,16
left_temporal_fusiform_cortex_posterior_division,16
left_temporal_occipital_fusiform_cortex,16
right_inferior_temporal_gyrus_temporooccipital_part,16
left_crus_ii,17
left_viib,17
left_vermis_crus_i,18
left_vermis_crus_ii,18
left_vermis_vi,18
left_hippocampus,19
left_parahippocampal_gyrus_posterior_division,19
left_temporal_fusiform_cortex_anterior_division,19
right_inferior_temporal_gyrus_anterior_division,19
right_inferior_temporal_gyrus_posterior_division,19
right_parahippocampal_gyrus_posterior_division,19
right_temporal_fusiform_cortex_anterior_division,19
right_temporal_fusiform_cortex_posterior_division,19
left_vermis_viib,20
left_vermis_viiia,20
