STRUCTURE,CLUSTER
left_brainstem,1
right_brainstem,1
left_postcentral_gyrus,2
left_supplementary_motor_cortex,2
left_supramarginal_gyrus_anterior_division,2
left_thalamus,2
right_inferior_frontal_gyrus_pars_opercularis,2
right_postcentral_gyrus,2
right_precentral_gyrus,2
right_superior_parietal_lobule,2
right_supplementary_motor_cortex,2
right_supramarginal_gyrus_anterior_division,2
right_thalamus,2
right_vermis_x,2
left_angular_gyrus,3
left_inferior_frontal_gyrus_pars_opercularis,3
left_inferior_frontal_gyrus_pars_triangularis,3
left_lateral_occipital_cortex_superior_division,3
left_middle_frontal_gyrus,3
left_precentral_gyrus,3
left_superior_frontal_gyrus,3
left_superior_parietal_lobule,3
left_supramarginal_gyrus_posterior_division,3
right_angular_gyrus,3
right_lateral_occipital_cortex_superior_division,3
right_middle_frontal_gyrus,3
right_middle_temporal_gyrus_temporooccipital_part,3
right_superior_frontal_gyrus,3
right_supramarginal_gyrus_posterior_division,3
left_inferior_temporal_gyrus_posterior_division,4
left_inferior_temporal_gyrus_temporooccipital_part,4
left_lateral_occipital_cortex_inferior_division,4
left_middle_temporal_gyrus_temporooccipital_part,4
left_occipital_fusiform_gyrus,4
left_occipital_pole,4
left_temporal_fusiform_cortex_posterior_division,4
left_temporal_occipital_fusiform_cortex,4
right_inferior_temporal_gyrus_temporooccipital_part,4
right_lateral_occipital_cortex_inferior_division,4
right_occipital_fusiform_gyrus,4
right_temporal_occipital_fusiform_cortex,4
left_accumbens,5
left_caudate,5
left_pallidum,5
left_putamen,5
left_subcallosal_cortex,5
right_accumbens,5
right_caudate,5
right_pallidum,5
right_putamen,5
right_subcallosal_cortex,5
left_amygdala,6
left_hippocampus,6
left_parahippocampal_gyrus_anterior_division,6
left_parahippocampal_gyrus_posterior_division,6
right_amygdala,6
right_hippocampus,6
right_parahippocampal_gyrus_anterior_division,6
right_parahippocampal_gyrus_posterior_division,6
left_cingulate_gyrus_anterior_division,7
left_frontal_medial_cortex,7
left_frontal_operculum_cortex,7
left_frontal_orbital_cortex,7
left_frontal_pole,7
left_insular_cortex,7
left_paracingulate_gyrus,7
left_temporal_pole,7
right_cingulate_gyrus_anterior_division,7
right_frontal_medial_cortex,7
right_frontal_operculum_cortex,7
right_frontal_orbital_cortex,7
right_frontal_pole,7
right_inferior_frontal_gyrus_pars_triangularis,7
right_insular_cortex,7
right_paracingulate_gyrus,7
right_temporal_pole,7
right_vermis_crus_i,8
right_vermis_crus_ii,8
right_vermis_viib,8
left_middle_temporal_gyrus_anterior_division,9
left_middle_temporal_gyrus_posterior_division,9
left_superior_temporal_gyrus_anterior_division,9
left_superior_temporal_gyrus_posterior_division,9
right_middle_temporal_gyrus_anterior_division,9
right_middle_temporal_gyrus_posterior_division,9
right_superior_temporal_gyrus_anterior_division,9
right_superior_temporal_gyrus_posterior_division,9
left_crus_ii,10
left_viib,10
left_viiia,10
right_viib,10
right_viiia,10
left_ix,11
left_viiib,11
right_ix,11
right_viiib,11
left_cingulate_gyrus_posterior_division,12
left_cuneal_cortex,12
left_intracalcarine_cortex,12
left_lingual_gyrus,12
left_precuneous_cortex,12
left_supracalcarine_cortex,12
right_cingulate_gyrus_posterior_division,12
right_cuneal_cortex,12
right_intracalcarine_cortex,12
right_lingual_gyrus,12
right_occipital_pole,12
right_precuneous_cortex,12
right_supracalcarine_cortex,12
left_vermis_ix,13
left_vermis_viib,13
left_vermis_viiia,13
left_vermis_viiib,13
left_vermis_crus_i,14
left_vermis_crus_ii,14
left_vermis_vi,14
left_vermis_x,15
left_inferior_temporal_gyrus_anterior_division,16
left_temporal_fusiform_cortex_anterior_division,16
right_inferior_temporal_gyrus_anterior_division,16
right_inferior_temporal_gyrus_posterior_division,16
right_temporal_fusiform_cortex_anterior_division,16
right_temporal_fusiform_cortex_posterior_division,16
right_vermis_ix,17
right_vermis_viiia,17
right_vermis_viiib,17
left_crus_i,18
left_vi,18
right_crus_i,18
right_crus_ii,18
right_v,18
right_vermis_vi,18
right_vi,18
left_central_opercular_cortex,19
left_heschls_gyrus,19
left_parietal_operculum_cortex,19
left_planum_polare,19
left_planum_temporale,19
right_central_opercular_cortex,19
right_heschls_gyrus,19
right_parietal_operculum_cortex,19
right_planum_polare,19
right_planum_temporale,19
left_x,20
right_x,20
left_iiv,21
left_v,21
right_iiv,21
