STRUCTURE,CLUSTER
left_crus_i,1
left_iiv,1
left_v,1
left_vi,1
right_crus_i,1
right_crus_ii,1
right_iiv,1
right_v,1
right_vermis_vi,1
right_vi,1
left_frontal_operculum_cortex,2
left_frontal_orbital_cortex,2
left_frontal_pole,2
left_inferior_frontal_gyrus_pars_triangularis,2
left_insular_cortex,2
left_temporal_pole,2
right_frontal_operculum_cortex,2
right_frontal_orbital_cortex,2
right_frontal_pole,2
right_inferior_frontal_gyrus_pars_triangularis,2
right_temporal_pole,2
left_angular_gyrus,3
left_inferior_frontal_gyrus_pars_opercularis,3
left_lateral_occipital_cortex_superior_division,3
left_middle_frontal_gyrus,3
left_postcentral_gyrus,3
left_precentral_gyrus,3
left_superior_frontal_gyrus,3
left_superior_parietal_lobule,3
left_supplementary_motor_cortex,3
left_supramarginal_gyrus_anterior_division,3
left_supramarginal_gyrus_posterior_division,3
right_angular_gyrus,3
right_inferior_frontal_gyrus_pars_opercularis,3
right_lateral_occipital_cortex_superior_division,3
right_middle_frontal_gyrus,3
right_postcentral_gyrus,3
right_precentral_gyrus,3
right_superior_frontal_gyrus,3
right_superior_parietal_lobule,3
right_supplementary_motor_cortex,3
right_supramarginal_gyrus_anterior_division,3
right_supramarginal_gyrus_posterior_division,3
left_inferior_temporal_gyrus_anterior_division,4
left_inferior_temporal_gyrus_posterior_division,4
left_parahippocampal_gyrus_posterior_division,4
left_temporal_fusiform_cortex_anterior_division,4
left_temporal_fusiform_cortex_posterior_division,4
right_inferior_temporal_gyrus_anterior_division,4
right_inferior_temporal_gyrus_posterior_division,4
right_parahippocampal_gyrus_posterior_division,4
right_temporal_fusiform_cortex_anterior_division,4
right_temporal_fusiform_cortex_posterior_division,4
left_brainstem,5
left_caudate,5
left_cingulate_gyrus_anterior_division,5
left_cingulate_gyrus_posterior_division,5
left_frontal_medial_cortex,5
left_pallidum,5
left_paracingulate_gyrus,5
left_putamen,5
left_thalamus,5
right_brainstem,5
right_caudate,5
right_cingulate_gyrus_anterior_division,5
right_cingulate_gyrus_posterior_division,5
right_frontal_medial_cortex,5
right_insular_cortex,5
right_pallidum,5
right_paracingulate_gyrus,5
right_putamen,5
right_thalamus,5
right_vermis_x,5
left_central_opercular_cortex,6
left_heschls_gyrus,6
left_parietal_operculum_cortex,6
left_planum_polare,6
left_planum_temporale,6
right_central_opercular_cortex,6
right_heschls_gyrus,6
right_parietal_operculum_cortex,6
right_planum_polare,6
right_planum_temporale,6
left_inferior_temporal_gyrus_temporooccipital_part,7
left_lateral_occipital_cortex_inferior_division,7
left_lingual_gyrus,7
left_middle_temporal_gyrus_temporooccipital_part,7
left_occipital_fusiform_gyrus,7
left_occipital_pole,7
left_temporal_occipital_fusiform_cortex,7
right_inferior_temporal_gyrus_temporooccipital_part,7
right_lateral_occipital_cortex_inferior_division,7
right_lingual_gyrus,7
right_middle_temporal_gyrus_temporooccipital_part,7
right_occipital_fusiform_gyrus,7
right_occipital_pole,7
right_temporal_occipital_fusiform_cortex,7
left_amygdala,8
left_hippocampus,8
left_parahippocampal_gyrus_anterior_division,8
right_amygdala,8
right_hippocampus,8
right_parahippocampal_gyrus_anterior_division,8
left_ix,9
left_vermis_ix,9
left_vermis_x,9
left_viiib,9
left_x,9
right_ix,9
right_viiib,9
right_x,9
right_vermis_crus_i,10
right_vermis_crus_ii,10
left_crus_ii,11
left_viib,11
left_viiia,11
right_viib,11
right_viiia,11
left_vermis_crus_i,12
left_vermis_crus_ii,12
left_vermis_vi,12
left_vermis_viib,12
left_vermis_viiia,13
left_vermis_viiib,13
right_vermis_ix,13
right_vermis_viib,13
right_vermis_viiia,13
right_vermis_viiib,13
left_accumbens,14
left_subcallosal_cortex,14
right_accumbens,14
right_subcallosal_cortex,14
left_cuneal_cortex,15
left_intracalcarine_cortex,15
left_precuneous_cortex,15
left_supracalcarine_cortex,15
right_cuneal_cortex,15
right_intracalcarine_cortex,15
right_precuneous_cortex,15
right_supracalcarine_cortex,15
left_middle_temporal_gyrus_anterior_division,16
left_middle_temporal_gyrus_posterior_division,16
left_superior_temporal_gyrus_anterior_division,16
left_superior_temporal_gyrus_posterior_division,16
right_middle_temporal_gyrus_anterior_division,16
right_middle_temporal_gyrus_posterior_division,16
right_superior_temporal_gyrus_anterior_division,16
right_superior_temporal_gyrus_posterior_division,16
