STRUCTURE,CLUSTER
left_vermis_crus_i,1
left_vermis_crus_ii,1
left_cingulate_gyrus_posterior_division,2
left_cuneal_cortex,2
left_intracalcarine_cortex,2
left_lingual_gyrus,2
left_precuneous_cortex,2
left_supracalcarine_cortex,2
right_cuneal_cortex,2
right_intracalcarine_cortex,2
right_lingual_gyrus,2
right_occipital_pole,2
right_precuneous_cortex,2
right_supracalcarine_cortex,2
left_angular_gyrus,3
left_lateral_occipital_cortex_superior_division,3
left_middle_frontal_gyrus,3
left_postcentral_gyrus,3
left_precentral_gyrus,3
left_superior_frontal_gyrus,3
left_superior_parietal_lobule,3
left_supplementary_motor_cortex,3
left_supramarginal_gyrus_anterior_division,3
left_supramarginal_gyrus_posterior_division,3
right_angular_gyrus,3
right_lateral_occipital_cortex_superior_division,3
right_postcentral_gyrus,3
right_precentral_gyrus,3
right_superior_parietal_lobule,3
right_supramarginal_gyrus_anterior_division,3
right_supramarginal_gyrus_posterior_division,3
left_accumbens,4
left_frontal_medial_cortex,4
left_subcallosal_cortex,4
right_accumbens,4
right_frontal_medial_cortex,4
right_subcallosal_cortex,4
right_cingulate_gyrus_anterior_division,5
right_frontal_pole,5
right_middle_frontal_gyrus,5
right_paracingulate_gyrus,5
right_superior_frontal_gyrus,5
right_supplementary_motor_cortex,5
left_amygdala,6
left_hippocampus,6
left_parahippocampal_gyrus_anterior_division,6
left_parahippocampal_gyrus_posterior_division,6
right_amygdala,6
right_hippocampus,6
right_parahippocampal_gyrus_anterior_division,6
right_parahippocampal_gyrus_posterior_division,6
left_ix,7
left_vermis_ix,7
left_viiib,7
left_x,7
right_vermis_ix,8
right_vermis_viiia,8
right_vermis_viiib,8
left_crus_i,9
left_iiv,9
left_v,9
left_vermis_vi,9
left_vi,9
right_crus_i,9
right_iiv,9
right_v,9
right_vermis_vi,9
right_vi,9
left_middle_temporal_gyrus_anterior_division,10
left_middle_temporal_gyrus_posterior_division,10
left_superior_temporal_gyrus_anterior_division,10
right_middle_temporal_gyrus_anterior_division,10
right_middle_temporal_gyrus_posterior_division,10
right_ix,11
right_viiib,11
right_x,11
left_caudate,12
left_pallidum,12
left_putamen,12
right_caudate,12
right_pallidum,12
right_putamen,12
right_crus_ii,13
right_viib,13
right_viiia,13
left_vermis_x,14
left_crus_ii,15
left_viib,15
left_viiia,15
left_vermis_viib,16
left_vermis_viiia,16
left_vermis_viiib,16
left_frontal_operculum_cortex,17
left_frontal_orbital_cortex,17
left_frontal_pole,17
left_inferior_frontal_gyrus_pars_opercularis,17
left_inferior_frontal_gyrus_pars_triangularis,17
left_central_opercular_cortex,18
left_heschls_gyrus,18
left_parietal_operculum_cortex,18
left_planum_polare,18
left_planum_temporale,18
left_superior_temporal_gyrus_posterior_division,18
left_temporal_pole,18
right_central_opercular_cortex,18
right_heschls_gyrus,18
right_parietal_operculum_cortex,18
right_planum_polare,18
right_planum_temporale,18
right_superior_temporal_gyrus_anterior_division,18
right_superior_temporal_gyrus_posterior_division,18
right_temporal_pole,18
left_inferior_temporal_gyrus_anterior_division,19
left_temporal_fusiform_cortex_anterior_division,19
right_inferior_temporal_gyrus_anterior_division,19
right_inferior_temporal_gyrus_posterior_division,19
right_temporal_fusiform_cortex_anterior_division,19
right_temporal_fusiform_cortex_posterior_division,19
left_brainstem,20
left_cingulate_gyrus_anterior_division,20
left_insular_cortex,20
left_paracingulate_gyrus,20
left_thalamus,20
right_brainstem,20
right_cingulate_gyrus_posterior_division,20
right_frontal_operculum_cortex,20
right_frontal_orbital_cortex,20
right_inferior_frontal_gyrus_pars_opercularis,20
right_inferior_frontal_gyrus_pars_triangularis,20
right_insular_cortex,20
right_thalamus,20
right_vermis_x,20
right_vermis_crus_i,21
right_vermis_crus_ii,21
right_vermis_viib,21
left_inferior_temporal_gyrus_posterior_division,22
left_inferior_temporal_gyrus_temporooccipital_part,22
left_lateral_occipital_cortex_inferior_division,22
left_middle_temporal_gyrus_temporooccipital_part,22
left_occipital_fusiform_gyrus,22
left_occipital_pole,22
left_temporal_fusiform_cortex_posterior_division,22
left_temporal_occipital_fusiform_cortex,22
right_inferior_temporal_gyrus_temporooccipital_part,22
right_lateral_occipital_cortex_inferior_division,22
right_middle_temporal_gyrus_temporooccipital_part,22
right_occipital_fusiform_gyrus,22
right_temporal_occipital_fusiform_cortex,22
