STRUCTURE,CLUSTER
left_amygdala,1
left_hippocampus,1
left_parahippocampal_gyrus_anterior_division,1
right_amygdala,1
right_hippocampus,1
right_parahippocampal_gyrus_anterior_division,1
left_cingulate_gyrus_anterior_division,2
left_cingulate_gyrus_posterior_division,2
left_frontal_operculum_cortex,2
left_frontal_orbital_cortex,2
left_frontal_pole,2
left_inferior_frontal_gyrus_pars_opercularis,2
left_inferior_frontal_gyrus_pars_triangularis,2
left_insular_cortex,2
left_paracingulate_gyrus,2
right_cingulate_gyrus_anterior_division,2
right_cingulate_gyrus_posterior_division,2
right_frontal_operculum_cortex,2
right_frontal_orbital_cortex,2
right_frontal_pole,2
right_inferior_frontal_gyrus_pars_opercularis,2
right_inferior_frontal_gyrus_pars_triangularis,2
right_insular_cortex,2
right_paracingulate_gyrus,2
right_temporal_pole,2
left_crus_i,3
left_crus_ii,3
left_iiv,3
left_v,3
left_vermis_crus_i,3
left_vermis_crus_ii,3
left_vermis_vi,3
left_vi,3
right_crus_i,3
right_crus_ii,3
right_iiv,3
right_v,3
right_vermis_crus_i,3
right_vermis_crus_ii,3
right_vermis_vi,3
right_vermis_viib,3
right_vi,3
left_parahippocampal_gyrus_posterior_division,4
left_temporal_fusiform_cortex_anterior_division,4
right_inferior_temporal_gyrus_anterior_division,4
right_inferior_temporal_gyrus_posterior_division,4
right_parahippocampal_gyrus_posterior_division,4
right_temporal_fusiform_cortex_anterior_division,4
right_temporal_fusiform_cortex_posterior_division,4
left_inferior_temporal_gyrus_anterior_division,5
left_middle_temporal_gyrus_anterior_division,5
left_middle_temporal_gyrus_posterior_division,5
left_superior_temporal_gyrus_anterior_division,5
left_superior_temporal_gyrus_posterior_division,5
left_temporal_pole,5
right_middle_temporal_gyrus_anterior_division,5
right_middle_temporal_gyrus_posterior_division,5
right_superior_temporal_gyrus_anterior_division,5
left_cuneal_cortex,6
left_inferior_temporal_gyrus_posterior_division,6
left_inferior_temporal_gyrus_temporooccipital_part,6
left_intracalcarine_cortex,6
left_lateral_occipital_cortex_inferior_division,6
left_lingual_gyrus,6
left_middle_temporal_gyrus_temporooccipital_part,6
left_occipital_fusiform_gyrus,6
left_occipital_pole,6
left_supracalcarine_cortex,6
left_temporal_fusiform_cortex_posterior_division,6
left_temporal_occipital_fusiform_cortex,6
right_inferior_temporal_gyrus_temporooccipital_part,6
right_intracalcarine_cortex,6
right_lateral_occipital_cortex_inferior_division,6
right_lingual_gyrus,6
right_middle_temporal_gyrus_temporooccipital_part,6
right_occipital_fusiform_gyrus,6
right_occipital_pole,6
right_supracalcarine_cortex,6
right_temporal_occipital_fusiform_cortex,6
left_ix,7
left_vermis_ix,7
left_vermis_viib,7
left_vermis_viiia,7
left_vermis_viiib,7
left_vermis_x,7
left_viib,7
left_viiia,7
left_viiib,7
left_x,7
right_ix,7
right_vermis_ix,7
right_vermis_viiia,7
right_vermis_viiib,7
right_vermis_x,7
right_viib,7
right_viiia,7
right_viiib,7
right_x,7
left_angular_gyrus,8
left_lateral_occipital_cortex_superior_division,8
left_middle_frontal_gyrus,8
left_postcentral_gyrus,8
left_precentral_gyrus,8
left_precuneous_cortex,8
left_superior_frontal_gyrus,8
left_superior_parietal_lobule,8
left_supplementary_motor_cortex,8
left_supramarginal_gyrus_anterior_division,8
left_supramarginal_gyrus_posterior_division,8
right_angular_gyrus,8
right_cuneal_cortex,8
right_lateral_occipital_cortex_superior_division,8
right_middle_frontal_gyrus,8
right_postcentral_gyrus,8
right_precentral_gyrus,8
right_precuneous_cortex,8
right_superior_frontal_gyrus,8
right_superior_parietal_lobule,8
right_supplementary_motor_cortex,8
right_supramarginal_gyrus_anterior_division,8
right_supramarginal_gyrus_posterior_division,8
left_accumbens,9
left_brainstem,9
left_caudate,9
left_frontal_medial_cortex,9
left_pallidum,9
left_putamen,9
left_subcallosal_cortex,9
left_thalamus,9
right_accumbens,9
right_brainstem,9
right_caudate,9
right_frontal_medial_cortex,9
right_pallidum,9
right_putamen,9
right_subcallosal_cortex,9
right_thalamus,9
left_central_opercular_cortex,10
left_heschls_gyrus,10
left_parietal_operculum_cortex,10
left_planum_polare,10
left_planum_temporale,10
right_central_opercular_cortex,10
right_heschls_gyrus,10
right_parietal_operculum_cortex,10
right_planum_polare,10
right_planum_temporale,10
right_superior_temporal_gyrus_posterior_division,10
