STRUCTURE,CLUSTER
left_brainstem,1
left_caudate,1
left_pallidum,1
left_putamen,1
left_thalamus,1
right_brainstem,1
right_caudate,1
right_pallidum,1
right_putamen,1
right_thalamus,1
left_cingulate_gyrus_posterior_division,2
left_cuneal_cortex,2
left_intracalcarine_cortex,2
left_precuneous_cortex,2
left_supracalcarine_cortex,2
right_cingulate_gyrus_posterior_division,2
right_cuneal_cortex,2
right_intracalcarine_cortex,2
right_lingual_gyrus,2
right_precuneous_cortex,2
right_supracalcarine_cortex,2
left_crus_i,3
left_crus_ii,3
left_iiv,3
left_v,3
left_vermis_vi,3
left_vi,3
right_crus_i,3
right_crus_ii,3
right_iiv,3
right_v,3
right_vermis_vi,3
right_vi,3
left_middle_temporal_gyrus_anterior_division,4
left_middle_temporal_gyrus_posterior_division,4
left_superior_temporal_gyrus_anterior_division,4
left_superior_temporal_gyrus_posterior_division,4
left_temporal_pole,4
right_middle_temporal_gyrus_anterior_division,4
right_middle_temporal_gyrus_posterior_division,4
right_superior_temporal_gyrus_anterior_division,4
right_superior_temporal_gyrus_posterior_division,4
left_vermis_ix,5
left_vermis_viib,5
left_vermis_viiia,5
left_vermis_viiib,5
left_central_opercular_cortex,6
left_heschls_gyrus,6
left_parietal_operculum_cortex,6
left_planum_polare,6
left_planum_temporale,6
right_central_opercular_cortex,6
right_heschls_gyrus,6
right_parietal_operculum_cortex,6
right_planum_polare,6
right_planum_temporale,6
right_vermis_ix,7
right_vermis_viiib,7
right_vermis_x,7
left_viib,8
left_viiia,8
left_amygdala,9
left_hippocampus,9
left_parahippocampal_gyrus_anterior_division,9
right_amygdala,9
right_parahippocampal_gyrus_anterior_division,9
left_angular_gyrus,10
left_inferior_frontal_gyrus_pars_opercularis,10
left_lateral_occipital_cortex_superior_division,10
left_middle_frontal_gyrus,10
left_postcentral_gyrus,10
left_precentral_gyrus,10
left_superior_frontal_gyrus,10
left_superior_parietal_lobule,10
left_supplementary_motor_cortex,10
left_supramarginal_gyrus_anterior_division,10
left_supramarginal_gyrus_posterior_division,10
right_angular_gyrus,10
right_inferior_frontal_gyrus_pars_opercularis,10
right_lateral_occipital_cortex_superior_division,10
right_middle_frontal_gyrus,10
right_postcentral_gyrus,10
right_precentral_gyrus,10
right_superior_frontal_gyrus,10
right_superior_parietal_lobule,10
right_supplementary_motor_cortex,10
right_supramarginal_gyrus_anterior_division,10
right_supramarginal_gyrus_posterior_division,10
left_frontal_medial_cortex,11
left_subcallosal_cortex,11
right_frontal_medial_cortex,11
right_subcallosal_cortex,11
left_cingulate_gyrus_anterior_division,12
left_frontal_operculum_cortex,12
left_frontal_orbital_cortex,12
left_frontal_pole,12
left_inferior_frontal_gyrus_pars_triangularis,12
left_insular_cortex,12
left_paracingulate_gyrus,12
right_cingulate_gyrus_anterior_division,12
right_frontal_operculum_cortex,12
right_frontal_orbital_cortex,12
right_frontal_pole,12
right_inferior_frontal_gyrus_pars_triangularis,12
right_insular_cortex,12
right_paracingulate_gyrus,12
right_temporal_pole,12
left_x,13
right_x,13
left_vermis_crus_i,14
left_vermis_crus_ii,14
right_ix,15
right_viib,15
right_viiia,15
right_viiib,15
right_vermis_viib,16
right_vermis_viiia,16
left_accumbens,17
right_accumbens,17
left_parahippocampal_gyrus_posterior_division,18
right_hippocampus,18
right_inferior_temporal_gyrus_posterior_division,18
right_parahippocampal_gyrus_posterior_division,18
right_temporal_fusiform_cortex_anterior_division,18
right_temporal_fusiform_cortex_posterior_division,18
left_ix,19
left_viiib,19
left_inferior_temporal_gyrus_anterior_division,20
left_inferior_temporal_gyrus_posterior_division,20
left_temporal_fusiform_cortex_anterior_division,20
right_inferior_temporal_gyrus_anterior_division,20
right_vermis_crus_i,21
right_vermis_crus_ii,21
left_vermis_x,22
left_inferior_temporal_gyrus_temporooccipital_part,23
left_lateral_occipital_cortex_inferior_division,23
left_lingual_gyrus,23
left_middle_temporal_gyrus_temporooccipital_part,23
left_occipital_fusiform_gyrus,23
left_occipital_pole,23
left_temporal_fusiform_cortex_posterior_division,23
left_temporal_occipital_fusiform_cortex,23
right_inferior_temporal_gyrus_temporooccipital_part,23
right_lateral_occipital_cortex_inferior_division,23
right_middle_temporal_gyrus_temporooccipital_part,23
right_occipital_fusiform_gyrus,23
right_occipital_pole,23
right_temporal_occipital_fusiform_cortex,23
