STRUCTURE,CLUSTER
left_cuneal_cortex,1
left_inferior_temporal_gyrus_posterior_division,1
left_inferior_temporal_gyrus_temporooccipital_part,1
left_intracalcarine_cortex,1
left_lateral_occipital_cortex_inferior_division,1
left_lingual_gyrus,1
left_middle_temporal_gyrus_temporooccipital_part,1
left_occipital_fusiform_gyrus,1
left_occipital_pole,1
left_supracalcarine_cortex,1
left_temporal_fusiform_cortex_posterior_division,1
left_temporal_occipital_fusiform_cortex,1
right_cuneal_cortex,1
right_inferior_temporal_gyrus_temporooccipital_part,1
right_intracalcarine_cortex,1
right_lateral_occipital_cortex_inferior_division,1
right_lingual_gyrus,1
right_middle_temporal_gyrus_temporooccipital_part,1
right_occipital_fusiform_gyrus,1
right_occipital_pole,1
right_supracalcarine_cortex,1
right_temporal_occipital_fusiform_cortex,1
left_central_opercular_cortex,2
left_crus_i,2
left_heschls_gyrus,2
left_middle_temporal_gyrus_anterior_division,2
left_middle_temporal_gyrus_posterior_division,2
left_parietal_operculum_cortex,2
left_planum_polare,2
left_planum_temporale,2
left_superior_temporal_gyrus_anterior_division,2
left_superior_temporal_gyrus_posterior_division,2
left_v,2
left_vi,2
right_central_opercular_cortex,2
right_crus_i,2
right_crus_ii,2
right_heschls_gyrus,2
right_iiv,2
right_middle_temporal_gyrus_anterior_division,2
right_middle_temporal_gyrus_posterior_division,2
right_parietal_operculum_cortex,2
right_planum_polare,2
right_planum_temporale,2
right_superior_temporal_gyrus_anterior_division,2
right_superior_temporal_gyrus_posterior_division,2
right_v,2
right_vi,2
left_accumbens,3
left_caudate,3
left_pallidum,3
left_putamen,3
left_subcallosal_cortex,3
right_accumbens,3
right_caudate,3
right_pallidum,3
right_putamen,3
right_subcallosal_cortex,3
left_angular_gyrus,4
left_cingulate_gyrus_anterior_division,4
left_cingulate_gyrus_posterior_division,4
left_frontal_operculum_cortex,4
left_frontal_orbital_cortex,4
left_frontal_pole,4
left_inferior_frontal_gyrus_pars_opercularis,4
left_inferior_frontal_gyrus_pars_triangularis,4
left_insular_cortex,4
left_lateral_occipital_cortex_superior_division,4
left_middle_frontal_gyrus,4
left_paracingulate_gyrus,4
left_postcentral_gyrus,4
left_precentral_gyrus,4
left_precuneous_cortex,4
left_superior_frontal_gyrus,4
left_superior_parietal_lobule,4
left_supplementary_motor_cortex,4
left_supramarginal_gyrus_anterior_division,4
left_supramarginal_gyrus_posterior_division,4
left_thalamus,4
right_angular_gyrus,4
right_cingulate_gyrus_anterior_division,4
right_cingulate_gyrus_posterior_division,4
right_frontal_operculum_cortex,4
right_frontal_orbital_cortex,4
right_frontal_pole,4
right_inferior_frontal_gyrus_pars_opercularis,4
right_inferior_frontal_gyrus_pars_triangularis,4
right_insular_cortex,4
right_lateral_occipital_cortex_superior_division,4
right_middle_frontal_gyrus,4
right_paracingulate_gyrus,4
right_postcentral_gyrus,4
right_precentral_gyrus,4
right_precuneous_cortex,4
right_superior_frontal_gyrus,4
right_superior_parietal_lobule,4
right_supplementary_motor_cortex,4
right_supramarginal_gyrus_anterior_division,4
right_supramarginal_gyrus_posterior_division,4
right_thalamus,4
left_crus_ii,5
left_iiv,5
left_ix,5
left_vermis_x,5
left_viib,5
left_viiia,5
left_viiib,5
left_x,5
right_ix,5
right_vermis_x,5
right_viib,5
right_viiia,5
right_viiib,5
right_x,5
right_vermis_crus_i,6
right_vermis_crus_ii,6
right_vermis_vi,6
right_vermis_viib,6
left_vermis_crus_i,7
left_vermis_crus_ii,7
left_vermis_ix,7
left_vermis_vi,7
left_vermis_viib,7
left_vermis_viiia,7
left_vermis_viiib,7
right_vermis_ix,7
right_vermis_viiia,7
right_vermis_viiib,7
left_amygdala,8
left_brainstem,8
left_frontal_medial_cortex,8
left_hippocampus,8
left_inferior_temporal_gyrus_anterior_division,8
left_parahippocampal_gyrus_anterior_division,8
left_parahippocampal_gyrus_posterior_division,8
left_temporal_fusiform_cortex_anterior_division,8
left_temporal_pole,8
right_amygdala,8
right_brainstem,8
right_frontal_medial_cortex,8
right_hippocampus,8
right_inferior_temporal_gyrus_anterior_division,8
right_inferior_temporal_gyrus_posterior_division,8
right_parahippocampal_gyrus_anterior_division,8
right_parahippocampal_gyrus_posterior_division,8
right_temporal_fusiform_cortex_anterior_division,8
right_temporal_fusiform_cortex_posterior_division,8
right_temporal_pole,8
