STRUCTURE,CLUSTER
left_cingulate_gyrus_anterior_division,1
left_frontal_orbital_cortex,1
left_frontal_pole,1
left_inferior_frontal_gyrus_pars_opercularis,1
left_inferior_frontal_gyrus_pars_triangularis,1
left_paracingulate_gyrus,1
left_superior_frontal_gyrus,1
right_cingulate_gyrus_anterior_division,1
right_frontal_pole,1
right_paracingulate_gyrus,1
left_angular_gyrus,2
left_lateral_occipital_cortex_superior_division,2
left_middle_frontal_gyrus,2
left_postcentral_gyrus,2
left_precentral_gyrus,2
left_precuneous_cortex,2
left_superior_parietal_lobule,2
left_supplementary_motor_cortex,2
left_supramarginal_gyrus_anterior_division,2
left_supramarginal_gyrus_posterior_division,2
right_angular_gyrus,2
right_lateral_occipital_cortex_superior_division,2
right_middle_frontal_gyrus,2
right_postcentral_gyrus,2
right_precentral_gyrus,2
right_superior_frontal_gyrus,2
right_superior_parietal_lobule,2
right_supplementary_motor_cortex,2
right_supramarginal_gyrus_anterior_division,2
right_supramarginal_gyrus_posterior_division,2
left_middle_temporal_gyrus_anterior_division,3
left_middle_temporal_gyrus_posterior_division,3
left_superior_temporal_gyrus_anterior_division,3
left_superior_temporal_gyrus_posterior_division,3
right_middle_temporal_gyrus_anterior_division,3
right_middle_temporal_gyrus_posterior_division,3
right_superior_temporal_gyrus_anterior_division,3
right_superior_temporal_gyrus_posterior_division,3
left_crus_i,4
left_crus_ii,4
left_iiv,4
left_v,4
left_vi,4
right_crus_i,4
right_crus_ii,4
right_iiv,4
right_v,4
right_vermis_vi,4
right_vi,4
right_inferior_temporal_gyrus_temporooccipital_part,5
right_lateral_occipital_cortex_inferior_division,5
right_occipital_fusiform_gyrus,5
right_temporal_occipital_fusiform_cortex,5
left_brainstem,6
left_central_opercular_cortex,6
left_frontal_operculum_cortex,6
left_insular_cortex,6
right_brainstem,6
right_frontal_operculum_cortex,6
right_frontal_orbital_cortex,6
right_inferior_frontal_gyrus_pars_opercularis,6
right_inferior_frontal_gyrus_pars_triangularis,6
right_insular_cortex,6
right_thalamus,6
right_vermis_viib,7
right_vermis_viiia,7
left_accumbens,8
left_frontal_medial_cortex,8
left_subcallosal_cortex,8
right_accumbens,8
right_frontal_medial_cortex,8
right_subcallosal_cortex,8
left_viib,9
left_viiia,9
left_viiib,9
right_viib,9
left_vermis_crus_i,10
left_vermis_crus_ii,10
left_vermis_vi,10
right_vermis_crus_i,11
right_vermis_crus_ii,11
left_temporal_pole,12
right_temporal_pole,12
left_vermis_ix,13
left_vermis_viiib,13
left_inferior_temporal_gyrus_anterior_division,14
left_parahippocampal_gyrus_posterior_division,14
left_temporal_fusiform_cortex_anterior_division,14
right_inferior_temporal_gyrus_anterior_division,14
right_inferior_temporal_gyrus_posterior_division,14
right_parahippocampal_gyrus_posterior_division,14
right_temporal_fusiform_cortex_anterior_division,14
right_temporal_fusiform_cortex_posterior_division,14
right_cingulate_gyrus_posterior_division,15
right_cuneal_cortex,15
right_intracalcarine_cortex,15
right_precuneous_cortex,15
right_supracalcarine_cortex,15
left_heschls_gyrus,16
left_parietal_operculum_cortex,16
left_planum_polare,16
left_planum_temporale,16
right_central_opercular_cortex,16
right_heschls_gyrus,16
right_parietal_operculum_cortex,16
right_planum_polare,16
right_planum_temporale,16
left_cingulate_gyrus_posterior_division,17
left_cuneal_cortex,17
left_inferior_temporal_gyrus_posterior_division,17
left_inferior_temporal_gyrus_temporooccipital_part,17
left_intracalcarine_cortex,17
left_lateral_occipital_cortex_inferior_division,17
left_lingual_gyrus,17
left_middle_temporal_gyrus_temporooccipital_part,17
left_occipital_fusiform_gyrus,17
left_occipital_pole,17
left_supracalcarine_cortex,17
left_temporal_fusiform_cortex_posterior_division,17
left_temporal_occipital_fusiform_cortex,17
right_lingual_gyrus,17
right_middle_temporal_gyrus_temporooccipital_part,17
right_occipital_pole,17
left_ix,18
right_ix,18
right_viiia,18
right_viiib,18
right_x,18
left_caudate,19
left_pallidum,19
left_putamen,19
left_thalamus,19
right_caudate,19
right_pallidum,19
right_putamen,19
left_vermis_viib,20
left_vermis_viiia,20
left_amygdala,21
left_hippocampus,21
left_parahippocampal_gyrus_anterior_division,21
right_amygdala,21
right_hippocampus,21
right_parahippocampal_gyrus_anterior_division,21
right_vermis_ix,22
right_vermis_viiib,22
right_vermis_x,22
left_x,23
left_vermis_x,24
