STRUCTURE,CLUSTER
left_ix,1
left_viiib,1
left_x,1
right_ix,1
right_viiib,1
right_x,1
left_cuneal_cortex,2
left_intracalcarine_cortex,2
left_precuneous_cortex,2
left_supracalcarine_cortex,2
right_cuneal_cortex,2
right_intracalcarine_cortex,2
right_precuneous_cortex,2
right_supracalcarine_cortex,2
left_accumbens,3
left_caudate,3
left_pallidum,3
left_putamen,3
right_accumbens,3
right_caudate,3
right_pallidum,3
right_putamen,3
left_inferior_temporal_gyrus_temporooccipital_part,4
left_lateral_occipital_cortex_inferior_division,4
left_lingual_gyrus,4
left_middle_temporal_gyrus_temporooccipital_part,4
left_occipital_fusiform_gyrus,4
left_occipital_pole,4
left_temporal_fusiform_cortex_posterior_division,4
left_temporal_occipital_fusiform_cortex,4
right_inferior_temporal_gyrus_temporooccipital_part,4
right_lateral_occipital_cortex_inferior_division,4
right_lingual_gyrus,4
right_occipital_fusiform_gyrus,4
right_occipital_pole,4
right_temporal_occipital_fusiform_cortex,4
left_frontal_operculum_cortex,5
left_frontal_orbital_cortex,5
left_frontal_pole,5
left_inferior_frontal_gyrus_pars_triangularis,5
left_insular_cortex,5
right_frontal_operculum_cortex,5
right_frontal_orbital_cortex,5
right_inferior_frontal_gyrus_pars_opercularis,5
right_inferior_frontal_gyrus_pars_triangularis,5
right_insular_cortex,5
right_temporal_pole,5
left_angular_gyrus,6
left_inferior_frontal_gyrus_pars_opercularis,6
left_lateral_occipital_cortex_superior_division,6
left_middle_frontal_gyrus,6
left_postcentral_gyrus,6
left_precentral_gyrus,6
left_superior_parietal_lobule,6
left_supramarginal_gyrus_anterior_division,6
left_supramarginal_gyrus_posterior_division,6
right_angular_gyrus,6
right_lateral_occipital_cortex_superior_division,6
right_middle_temporal_gyrus_temporooccipital_part,6
right_superior_parietal_lobule,6
right_supramarginal_gyrus_posterior_division,6
left_frontal_medial_cortex,7
left_subcallosal_cortex,7
right_frontal_medial_cortex,7
right_subcallosal_cortex,7
left_central_opercular_cortex,8
left_heschls_gyrus,8
left_parietal_operculum_cortex,8
left_planum_polare,8
left_planum_temporale,8
left_superior_temporal_gyrus_anterior_division,8
left_superior_temporal_gyrus_posterior_division,8
left_temporal_pole,8
right_central_opercular_cortex,8
right_heschls_gyrus,8
right_middle_temporal_gyrus_posterior_division,8
right_parietal_operculum_cortex,8
right_planum_polare,8
right_planum_temporale,8
right_superior_temporal_gyrus_anterior_division,8
right_superior_temporal_gyrus_posterior_division,8
left_amygdala,9
left_hippocampus,9
left_parahippocampal_gyrus_anterior_division,9
left_parahippocampal_gyrus_posterior_division,9
right_amygdala,9
right_hippocampus,9
right_inferior_temporal_gyrus_posterior_division,9
right_parahippocampal_gyrus_anterior_division,9
right_parahippocampal_gyrus_posterior_division,9
right_temporal_fusiform_cortex_anterior_division,9
right_temporal_fusiform_cortex_posterior_division,9
right_vermis_ix,10
right_vermis_viib,10
right_vermis_viiia,10
right_vermis_viiib,10
left_inferior_temporal_gyrus_anterior_division,11
left_inferior_temporal_gyrus_posterior_division,11
left_middle_temporal_gyrus_anterior_division,11
left_middle_temporal_gyrus_posterior_division,11
left_temporal_fusiform_cortex_anterior_division,11
right_inferior_temporal_gyrus_anterior_division,11
right_middle_temporal_gyrus_anterior_division,11
left_vermis_ix,12
left_vermis_x,12
left_vermis_crus_i,13
left_vermis_crus_ii,13
left_vermis_vi,13
left_crus_ii,14
left_viib,14
right_crus_i,14
right_crus_ii,14
right_viib,14
left_vermis_viib,15
left_vermis_viiia,15
left_vermis_viiib,15
left_crus_i,16
left_iiv,16
left_v,16
left_vi,16
left_viiia,16
right_iiv,16
right_v,16
right_vermis_vi,16
right_vi,16
right_viiia,16
right_vermis_x,17
left_brainstem,18
left_cingulate_gyrus_anterior_division,18
left_cingulate_gyrus_posterior_division,18
left_paracingulate_gyrus,18
left_superior_frontal_gyrus,18
left_supplementary_motor_cortex,18
left_thalamus,18
right_brainstem,18
right_cingulate_gyrus_anterior_division,18
right_cingulate_gyrus_posterior_division,18
right_frontal_pole,18
right_middle_frontal_gyrus,18
right_paracingulate_gyrus,18
right_postcentral_gyrus,18
right_precentral_gyrus,18
right_superior_frontal_gyrus,18
right_supplementary_motor_cortex,18
right_supramarginal_gyrus_anterior_division,18
right_thalamus,18
right_vermis_crus_i,19
right_vermis_crus_ii,19
