STRUCTURE,CLUSTER
left_ix,1
left_viiia,1
left_viiib,1
left_x,1
right_ix,1
right_vermis_ix,1
right_vermis_viiia,1
right_vermis_viiib,1
right_viiia,1
right_viiib,1
right_x,1
left_cuneal_cortex,2
left_inferior_temporal_gyrus_posterior_division,2
left_inferior_temporal_gyrus_temporooccipital_part,2
left_intracalcarine_cortex,2
left_lateral_occipital_cortex_inferior_division,2
left_lingual_gyrus,2
left_middle_temporal_gyrus_temporooccipital_part,2
left_occipital_fusiform_gyrus,2
left_occipital_pole,2
left_precuneous_cortex,2
left_supracalcarine_cortex,2
left_temporal_fusiform_cortex_posterior_division,2
left_temporal_occipital_fusiform_cortex,2
right_cuneal_cortex,2
right_inferior_temporal_gyrus_temporooccipital_part,2
right_intracalcarine_cortex,2
right_lateral_occipital_cortex_inferior_division,2
right_lateral_occipital_cortex_superior_division,2
right_lingual_gyrus,2
right_middle_temporal_gyrus_temporooccipital_part,2
right_occipital_fusiform_gyrus,2
right_occipital_pole,2
right_precuneous_cortex,2
right_supracalcarine_cortex,2
right_temporal_occipital_fusiform_cortex,2
left_central_opercular_cortex,3
left_heschls_gyrus,3
left_middle_temporal_gyrus_anterior_division,3
left_middle_temporal_gyrus_posterior_division,3
left_parietal_operculum_cortex,3
left_planum_polare,3
left_planum_temporale,3
left_superior_temporal_gyrus_anterior_division,3
left_superior_temporal_gyrus_posterior_division,3
left_temporal_pole,3
right_heschls_gyrus,3
right_middle_temporal_gyrus_anterior_division,3
right_middle_temporal_gyrus_posterior_division,3
right_parietal_operculum_cortex,3
right_planum_polare,3
right_planum_temporale,3
right_superior_temporal_gyrus_anterior_division,3
right_superior_temporal_gyrus_posterior_division,3
right_temporal_pole,3
left_amygdala,4
left_frontal_medial_cortex,4
left_hippocampus,4
left_inferior_temporal_gyrus_anterior_division,4
left_parahippocampal_gyrus_anterior_division,4
left_parahippocampal_gyrus_posterior_division,4
left_temporal_fusiform_cortex_anterior_division,4
right_amygdala,4
right_frontal_medial_cortex,4
right_hippocampus,4
right_inferior_temporal_gyrus_anterior_division,4
right_inferior_temporal_gyrus_posterior_division,4
right_parahippocampal_gyrus_anterior_division,4
right_parahippocampal_gyrus_posterior_division,4
right_subcallosal_cortex,4
right_temporal_fusiform_cortex_anterior_division,4
right_temporal_fusiform_cortex_posterior_division,4
left_accumbens,5
left_caudate,5
left_pallidum,5
left_putamen,5
left_subcallosal_cortex,5
right_accumbens,5
right_caudate,5
right_pallidum,5
right_putamen,5
left_angular_gyrus,6
left_inferior_frontal_gyrus_pars_opercularis,6
left_inferior_frontal_gyrus_pars_triangularis,6
left_lateral_occipital_cortex_superior_division,6
left_middle_frontal_gyrus,6
left_postcentral_gyrus,6
left_precentral_gyrus,6
left_superior_frontal_gyrus,6
left_superior_parietal_lobule,6
left_supplementary_motor_cortex,6
left_supramarginal_gyrus_anterior_division,6
left_supramarginal_gyrus_posterior_division,6
right_angular_gyrus,6
right_postcentral_gyrus,6
right_precentral_gyrus,6
right_superior_parietal_lobule,6
right_supramarginal_gyrus_anterior_division,6
right_supramarginal_gyrus_posterior_division,6
left_brainstem,7
left_cingulate_gyrus_anterior_division,7
left_cingulate_gyrus_posterior_division,7
left_frontal_operculum_cortex,7
left_frontal_orbital_cortex,7
left_frontal_pole,7
left_insular_cortex,7
left_paracingulate_gyrus,7
left_thalamus,7
right_brainstem,7
right_central_opercular_cortex,7
right_cingulate_gyrus_anterior_division,7
right_cingulate_gyrus_posterior_division,7
right_frontal_operculum_cortex,7
right_frontal_orbital_cortex,7
right_frontal_pole,7
right_inferior_frontal_gyrus_pars_opercularis,7
right_inferior_frontal_gyrus_pars_triangularis,7
right_insular_cortex,7
right_middle_frontal_gyrus,7
right_paracingulate_gyrus,7
right_superior_frontal_gyrus,7
right_supplementary_motor_cortex,7
right_thalamus,7
left_crus_i,8
left_crus_ii,8
left_iiv,8
left_v,8
left_vermis_crus_i,8
left_vermis_crus_ii,8
left_vermis_vi,8
left_vi,8
left_viib,8
right_crus_i,8
right_crus_ii,8
right_iiv,8
right_v,8
right_vermis_crus_i,8
right_vermis_crus_ii,8
right_vermis_vi,8
right_vermis_viib,8
right_vermis_x,8
right_vi,8
right_viib,8
left_vermis_ix,9
left_vermis_viib,9
left_vermis_viiia,9
left_vermis_viiib,9
left_vermis_x,9
