STRUCTURE,CLUSTER
left_central_opercular_cortex,1
left_heschls_gyrus,1
left_parietal_operculum_cortex,1
left_planum_polare,1
left_planum_temporale,1
right_central_opercular_cortex,1
right_heschls_gyrus,1
right_parietal_operculum_cortex,1
right_planum_polare,1
right_planum_temporale,1
left_cuneal_cortex,2
left_inferior_temporal_gyrus_posterior_division,2
left_inferior_temporal_gyrus_temporooccipital_part,2
left_intracalcarine_cortex,2
left_lateral_occipital_cortex_inferior_division,2
left_lingual_gyrus,2
left_middle_temporal_gyrus_temporooccipital_part,2
left_occipital_fusiform_gyrus,2
left_occipital_pole,2
left_supracalcarine_cortex,2
left_temporal_fusiform_cortex_posterior_division,2
left_temporal_occipital_fusiform_cortex,2
right_cuneal_cortex,2
right_inferior_temporal_gyrus_temporooccipital_part,2
right_intracalcarine_cortex,2
right_lateral_occipital_cortex_inferior_division,2
right_lingual_gyrus,2
right_middle_temporal_gyrus_temporooccipital_part,2
right_occipital_fusiform_gyrus,2
right_occipital_pole,2
right_supracalcarine_cortex,2
right_temporal_occipital_fusiform_cortex,2
left_crus_i,3
left_crus_ii,3
left_iiv,3
left_v,3
left_vi,3
left_viib,3
right_crus_i,3
right_crus_ii,3
right_iiv,3
right_v,3
right_vi,3
right_viib,3
left_cingulate_gyrus_anterior_division,4
left_cingulate_gyrus_posterior_division,4
left_frontal_medial_cortex,4
left_frontal_operculum_cortex,4
left_frontal_orbital_cortex,4
left_frontal_pole,4
left_insular_cortex,4
left_paracingulate_gyrus,4
left_thalamus,4
right_brainstem,4
right_cingulate_gyrus_anterior_division,4
right_cingulate_gyrus_posterior_division,4
right_frontal_medial_cortex,4
right_frontal_operculum_cortex,4
right_frontal_orbital_cortex,4
right_frontal_pole,4
right_inferior_frontal_gyrus_pars_triangularis,4
right_insular_cortex,4
right_paracingulate_gyrus,4
right_temporal_pole,4
right_thalamus,4
left_inferior_temporal_gyrus_anterior_division,5
left_middle_temporal_gyrus_anterior_division,5
left_middle_temporal_gyrus_posterior_division,5
left_superior_temporal_gyrus_anterior_division,5
left_superior_temporal_gyrus_posterior_division,5
left_temporal_pole,5
right_middle_temporal_gyrus_anterior_division,5
right_middle_temporal_gyrus_posterior_division,5
right_superior_temporal_gyrus_anterior_division,5
right_superior_temporal_gyrus_posterior_division,5
left_ix,6
left_viiia,6
left_viiib,6
left_x,6
right_ix,6
right_vermis_ix,6
right_vermis_viiib,6
right_vermis_x,6
right_viiia,6
right_viiib,6
right_x,6
left_angular_gyrus,7
left_inferior_frontal_gyrus_pars_opercularis,7
left_inferior_frontal_gyrus_pars_triangularis,7
left_lateral_occipital_cortex_superior_division,7
left_middle_frontal_gyrus,7
left_postcentral_gyrus,7
left_precentral_gyrus,7
left_precuneous_cortex,7
left_superior_frontal_gyrus,7
left_superior_parietal_lobule,7
left_supplementary_motor_cortex,7
left_supramarginal_gyrus_anterior_division,7
left_supramarginal_gyrus_posterior_division,7
right_angular_gyrus,7
right_inferior_frontal_gyrus_pars_opercularis,7
right_lateral_occipital_cortex_superior_division,7
right_middle_frontal_gyrus,7
right_postcentral_gyrus,7
right_precentral_gyrus,7
right_precuneous_cortex,7
right_superior_frontal_gyrus,7
right_superior_parietal_lobule,7
right_supplementary_motor_cortex,7
right_supramarginal_gyrus_anterior_division,7
right_supramarginal_gyrus_posterior_division,7
left_amygdala,8
left_hippocampus,8
left_parahippocampal_gyrus_anterior_division,8
right_amygdala,8
right_hippocampus,8
right_parahippocampal_gyrus_anterior_division,8
left_vermis_ix,9
left_vermis_viib,9
left_vermis_viiia,9
left_vermis_viiib,9
left_vermis_x,9
left_vermis_crus_i,10
left_vermis_crus_ii,10
left_vermis_vi,10
right_vermis_crus_i,10
right_vermis_crus_ii,10
right_vermis_vi,10
right_vermis_viib,10
right_vermis_viiia,10
left_accumbens,11
left_brainstem,11
left_caudate,11
left_pallidum,11
left_putamen,11
left_subcallosal_cortex,11
right_accumbens,11
right_caudate,11
right_pallidum,11
right_putamen,11
right_subcallosal_cortex,11
left_parahippocampal_gyrus_posterior_division,12
left_temporal_fusiform_cortex_anterior_division,12
right_inferior_temporal_gyrus_anterior_division,12
right_inferior_temporal_gyrus_posterior_division,12
right_parahippocampal_gyrus_posterior_division,12
right_temporal_fusiform_cortex_anterior_division,12
right_temporal_fusiform_cortex_posterior_division,12
